codeArticle;libelleArticle;prix;stock;commande;venteMoisM0;venteMoisM1;venteMoisM2;venteMoisM3;venteMoyM3;venteMoyM12;
8043144;BIOFAR MULTV12 FLAV CPR EFF 20;1384.0;530;6408;1019;1583;1684;1328;1428;1281;
8043150;BIOFAR POTAS MAGNE CPR EFF B20;1404.0;27;0;42;54;49;56;48;49;
8043167;BIOFAR CALCI+ MAGN CPR EFF B20;1404.0;2809;7824;1388;2601;2333;2218;2107;2175;
8043173;BIOFAR COMPLX VITB CPR EFF B20;1397.0;534;144;93;145;140;109;126;120;
8043196;BIOFAR VIT C 1000 CPR EFF  B20;1469.0;193;2400;2271;3966;4029;3301;3422;2786;
8043204;BIOFAR ZINC VIT C CPR EFF TB20;1561.0;274;600;193;227;347;235;255;259;
8043210;BIOFAR CHROME ORGA CPR EFF B20;1568.0;15;144;16;107;81;101;68;70;
8054024;AMOXICIL UBI GELU 500MG BT120;3936.0;10995;10000;2672;4363;5319;4498;4118;4656;
8054030;AMPICILLIN UBI GELU 500MG B120;3936.0;0;216;1;39;82;44;40;50;
8054053;MEBENDAZOLE UBI CPR 100MG BT60;1063.0;773;940;157;314;431;286;300;320;
8054076;METRONID UBI CPR 250MG BT1000;7871.0;245;0;10;39;32;25;27;49;
8054082;PARACETAMOL UBI CPR 500MGX1000;5576.0;4697;2400;952;1620;1919;1800;1497;1853;
8054142;KETOPROFENE UBI CPR 100MG B100;2952.0;23;80;15;37;18;9;23;16;
8054171;CIPROFLOXACINE UBI CPR 750MG B;4592.0;1545;1280;262;535;464;400;420;487;
8054194;AMOXICIL UBI SUSP BUV 125MG 60;361.0;8681;8784;2169;3608;4873;2754;3550;3442;
8054231;AMOXICIL UBI SUSP BUV 250MG 60;453.0;4481;16632;3660;5327;5840;3251;4942;3589;
8054248;COTRIMOXAZ UBI CPR 960MG 10X10;3280.0;814;2415;429;684;741;745;618;559;
8054254;COTRIMOXAZ UBI CPR 480MG 10X10;1246.0;2939;37000;3139;7416;7827;7236;6127;5113;
8054260;COTRIMOXAZ UBI SP 480MG/5ML FL;525.0;499;11030;852;1624;1979;1724;1485;1111;
8054277;MEBENDAZOLE UBI SUSP BUV 100MG;426.0;733;400;99;193;140;121;144;163;
8054283;PARACETAMOL UBI SP 120MG/5ML F;394.0;364;4020;366;1505;1537;726;1136;539;
8054461;AMPICILLINE UBI 1G SOL INJ B50;8199.0;426;2220;581;766;666;389;671;486;
8054484;BENZYLPEN UBI AMP 2MUI4 BT 1;525.0;414;640;118;249;163;150;176;182;
8054509;METRONID UBI SOL INJ 500MG 100;525.0;21633;4800;1724;3845;3847;4169;3138;5000;
8054515;CIPROFLOX UBI 100MG INJ FL50ML;656.0;1076;6480;1267;3492;2262;1061;2340;1584;
8054521;METRONIDAZ SUSP 125MG    100ML;308.0;0;7210;0;874;1878;1770;917;721;
8099469;ARTEMETHER UBI SOL INJ 20MG B10;2624.0;0;10;0;0;0;0;0;0;
8099475;ARTEMETHER UBI SOL INJ 40MG B10;3936.0;3;0;2;1;4;3;2;3;
8099481;ALBENDAZOLE UBI CPR 400MG BT50;3555.0;540;1792;501;1146;685;443;777;547;
8099498;OMEPRAZOLE UBI CPR 20MG 10X7;4592.0;0;240;0;0;0;0;0;0;
8099512;DICLOFENAC UBI SOL INJ 75MG B100;6560.0;0;846;97;282;119;126;166;118;
8204736;BAND CREP LABELL CELLO 4MX7CM;315.0;900;2400;231;562;666;580;486;505;
8204759;BAND CREP LABELL CELLO 4MX15CM;623.0;81;1500;140;369;313;253;274;194;
8204794;BANDE CREP LABELL ETUI 4MX 5CM;269.0;578;540;133;224;292;213;216;224;
8204802;BANDE CREP LABELL ETUI 4MX 7CM;348.0;925;2400;240;633;852;510;575;564;
8204819;BANDE CREP LABELL ETUI 4MX10CM;472.0;1581;3180;305;1152;928;1043;795;741;
8204831;BANDE CREP LABELL ETUI 4MX20CM;997.0;650;0;60;83;90;155;77;125;
8204854;BANDE NYL EXT LABEL CELLO 3MX5;66.0;63;360;63;31;104;78;66;54;
8204860;BAND EXT LABELL CELLO 3MX7CM;92.0;385;240;94;152;48;10;98;57;
8204877;BAND EXT LABELL CELLO 3MX10CM;112.0;182;160;130;71;107;141;102;76;
8204883;BAND GAZ LABEL RAF 3MX 5CM B10;1115.0;289;240;35;106;66;134;69;87;
8204908;BAND GAZ LABEL RAF 3MX10CM B10;1384.0;948;1211;223;530;440;629;397;423;
8211972;COMPRES PUR LABELL 40X40 BT10;459.0;707;2400;355;701;880;491;645;586;
8211989;COMPRES STE LABELL 20X20 BT10;308.0;1611;6000;848;1714;1617;1344;1393;1249;
8211995;COMPRES STE LABELL 30X30 BT10;446.0;2059;5640;1030;1739;1955;1682;1574;1440;
8212003;COMPRES STE LABELL 40X40 BT10;696.0;10213;16800;2848;5141;5899;6003;4629;4284;
8212032;COMPRES PUR LABELL 40X40 BT100;3732.0;213;48;8;19;22;18;16;36;
8212569;COTON CODEX HYDRO LABELL 50G;262.0;7965;10600;1591;3206;4284;3751;3027;3316;
8212575;COTON CODEX HYDRO LABELL 100GR;512.0;1999;5850;750;1182;1639;1535;1190;1360;
8212606;COTON CODEX HYDRO LABELL 1KG;4690.0;73;24;9;21;22;10;17;11;
8214806;EPICRAN 5/10 25G ORANGE LABEL;72.0;262;200;105;56;165;28;108;82;
8218017;GANT CHIRUR STER LABELL T8/1;249.0;1389;4400;297;1073;1157;1236;842;846;
8238675;THERMOM LABELL DIGITAL BT1;1128.0;317;1200;495;303;639;479;479;386;
8245617;BICARBONATE SOD LABELL BT250GR;459.0;585;1640;271;514;465;562;416;500;
8252037;GANT CHIRUR STER LABELL T7/1;249.0;826;2000;378;755;421;0;518;361;
8252793;COTON CODEX HYDRO LABELL 25;197.0;1770;6000;829;1479;1935;1363;1414;1158;
8255691;GANT EXAM LATEX LABELL 6/7 100;3280.0;98;20;3;16;21;21;13;19;
8255716;GANT EXAM LATEX LABELL 7/8 100;3280.0;706;120;51;117;144;175;104;161;
8255722;GANT EXAM LATEX LABELL 8/9 100;3280.0;136;60;16;13;49;67;26;35;
8255768;COLLEC URINE LABELL 2L SACHETBT1;276.0;306;1850;426;736;468;284;543;376;
8256667;COMPRES PUR LABELL 20X20 BT10;171.0;505;240;45;129;114;201;96;155;
8264230;SOND FOLEY LABELL MIXTE CH16;538.0;120;600;112;194;165;162;157;133;
8264247;SOND FOLEY LABELL MIXTE CH18;538.0;112;600;118;150;129;140;132;130;
8264253;SOND FOLEY LABELL MIXTE CH20;538.0;93;100;18;43;31;26;30;33;
8275989;SERING UBI ONE 3P 5ML AIG B100;3824.0;102;108;20;37;55;23;37;38;
8276517;CATHETER UBIONE IV 16G GRIS 1;334.0;70;100;32;2;61;17;31;21;
8276523;CATH IV 18G 45MM VERT/1;269.0;288;300;79;243;163;118;161;121;
8276546;CATH IV 20G 32MM ROSE/1;269.0;304;2200;358;573;722;287;551;365;
8285717;TENSIOMETRE POIGNET LABELL BT1;9183.0;37;120;21;33;33;29;29;31;
8291178;SPARADRAP LABELL PERF 5MX18CM;3319.0;0;144;0;13;23;30;12;12;
8291391;SERING EMB GAVAGE 60ML BT1;210.0;1327;3200;375;887;649;1048;637;720;
8356742;MEBENDAZOL PN SUSP 100MG 30ML;190.0;0;300;0;0;0;0;0;41;
8558411;CLAIRISSIM SERUM ECL UBI 30ML;985.0;82;100;19;40;43;25;34;36;
8558434;CLAIRISSIM CREM ECLAIRC UBI 50;1286.0;73;48;2;23;17;16;14;20;
8558440;CLAIRISSIM LAIT ECL UBI 500ML;2510.0;178;176;23;63;44;43;43;56;
8558470;CLAIRISSIM LOTION ECL UBI 200;1640.0;37;0;2;11;6;2;6;7;
8572055;CATH IV 22G 25MM BLEU/1;269.0;241;5000;1053;2048;1994;1488;1698;1158;
8574232;CATH IV 24G 19MM JAUNE/1;269.0;511;3000;507;1041;925;767;824;614;
8596736;SERING UBI ONE 3P 10ML AIG 100;5628.0;62;300;50;79;86;69;71;71;
8598860;CATH SAFETY UBIONE IV 24G JAU1;335.0;104;50;17;25;41;26;27;13;
8598876;CATH SAFETY UBIONE IV 22G BLE1;335.0;29;350;14;102;61;79;59;41;
8598882;CATH SAFETY UBIONE IV 20G ROS1;335.0;20;100;0;4;22;69;8;13;
