codeArticle;libelleArticle;prix;stock;commande;venteMoisM0;venteMoisM1;venteMoisM2;venteMoisM3;venteMoyM3;venteMoyM12;
3000000210369;SCARID GEL TB15GR;4231.0;254;0;17;89;73;49;59;61;
3002152;ALDACTAZINE CPR BT20;2178.0;2126;0;117;302;210;244;209;335;
3004889;FANSIDAR CPR BT3;577.0;0;5900;0;0;48;607;16;288;
3010269;BECOZYME AMP 2ML BT12;1791.0;0;15000;0;810;3689;2134;1499;1512;
3057271;LAROSCORBINE CPR EFF 1G TB10;820.0;1656;3200;528;1219;1110;1158;952;902;
3057302;LAROXYL DRG 25MG BT60;1817.0;1179;3900;238;1309;1022;1161;856;698;
3064093;MADECASSOL CREM 1PC TB10G;945.0;288;300;17;104;127;100;82;108;
3065595;MEDROL CPR   4MG BT30;1292.0;175;760;49;159;148;132;118;118;
3113644;VITAM B12 GERDA CPR  250Y B24;1437.0;0;0;0;0;0;5;0;14;
3155281;SOLUMEDROL NECES 120MG;0.0;0;0;0;360;246;0;202;50;
3163346;VELITEN COMPRIME PELLICULE BOI;2112.0;0;243;0;0;0;0;0;0;
3174284;LEXOMIL CPR 6MG BT30;1699.0;8641;3200;401;954;873;1009;742;698;
3190308;PROVIRON CPR BT20;2184.0;226;500;48;166;161;137;125;138;
3192253;PANOTILE GTT AURIC FL8ML;853.0;688;2772;618;71;1030;718;573;393;
3237369;FLUIMUCIL GLE 200MG SACH BT30;2099.0;271;296;34;102;94;74;76;78;
3247770;RENNIE MENTHE CPR BT48;1148.0;0;240;0;0;0;0;0;8;
3263711;RHINOFLUIMUCIL NEB 10ML;853.0;130;184;23;72;55;56;50;51;
3272503;ALDACTONE CPR 50MG BT20;2519.0;0;1120;0;4;589;200;197;120;
3289679;UVIMAG B6 AMP BUV 10ML BT20;2263.0;0;640;0;0;0;0;0;0;
3307360;LACTEOL FORT PDR SACH BT10;1318.0;2;240;35;257;263;179;185;144;
3318984;MEDROL CPR  16MG BT20;2486.0;71;1512;50;257;305;180;204;227;
3319392;FELDENE DISPERS CPR 20MG BT15;1968.0;254;840;59;194;198;173;150;163;
3320923;MONURIL 3G GLE AD SACH BT1;3345.0;1229;1260;143;526;437;447;368;433;
3331335;AMLOR GELU 10MG BT30;7576.0;435;120;23;122;101;107;82;110;
3331358;AMLOR GELU  5MG BT30;6054.0;499;120;34;98;98;101;76;103;
3334167;AMLODIPINE PFIZER GELULE 5MG B;3345.0;55;0;0;8;6;6;4;6;
3346020049771;CAVAILLES SAVON SURGRAS JARDINL'ORIGINAL 3X200G;4592.0;351;0;5;4;8;2;5;3;
3346020049795;CAVAILLES SAVON SURGRAS ORANGER JASMIN 3X200G;4592.0;165;0;9;6;7;3;7;6;
3346020049801;CAVAILLES SAVON SURGRAS AMANDELACTEE 3X200G;4592.0;168;0;5;12;10;10;9;6;
3346020049894;CAVAILLES SAVON SURGRAS DELICEDE FIGUE 3X200G;4592.0;183;0;4;1;5;6;3;5;
3346020049900;CAVAILLES SAVON SURGRAS NECTARDE MIEL 3X200G;4592.0;328;0;2;3;12;9;5;5;
3378986;NEURONTIN GELU 100MG BT90;4237.0;0;20;0;0;100;0;33;17;
3390467;DEBRIDAT CPR 100MG BT30;2545.0;0;4320;0;413;1265;514;559;613;
3400926783501;EYLEA SOL INJ   40MG/ML SER B1;177108.0;5;6;0;0;5;0;1;0;
3400934227301;POLARAMINE 2MG CPR BT20;656.0;0;1980;0;0;3;65;1;330;
3401353806399;SEBIUM GEL MOUSSANT TB 200ML;2716.0;4;51;12;54;4;11;23;19;
3401360147508;SEBIUM GLOBAL 30ML;2998.0;17;220;7;32;44;33;27;26;
3401399373527;ATODERM INTENS PAIN SURG 150G;1410.0;80;180;15;94;50;73;53;42;
3401528520846;ATODERM HUILE LAVANTE 1L;6415.0;91;330;19;78;107;80;68;77;
3423445;KREDEX CPR SECA  6MG25 BT28;3621.0;11;0;1;0;6;1;2;1;
3430675;TAHOR CPR 10MG BT28;6448.0;254;0;12;31;25;45;22;31;
3430681;TAHOR CPR 20MG BT28;9111.0;103;40;5;28;35;53;22;30;
3430698;TAHOR CPR 40MG BT28;13834.0;65;20;12;22;14;39;16;22;
3484257;VIAGRA CPR 50MG BT1;2624.0;101;0;13;35;71;57;39;49;
3484263;VIAGRA CPR  50MG BT4;7871.0;131;180;11;34;32;51;25;41;
3484317;VIAGRA CPR 100MG BT4;10495.0;253;0;3;40;27;2;23;6;
3506869;FLUIMUCIL GLE 200MG SACH BT18;1122.0;0;112;0;0;0;0;0;17;
3571940000179;TRIO WHITE XP SOIN JOUR   30ML;9131.0;55;0;0;0;0;7;0;1;
3571940000186;TRIO WHITE XP SERUM       30ML;13237.0;57;0;0;3;0;7;1;1;
3571940000193;TRIO WHITE XP JOUR SPF 50 40ML;9550.0;61;0;0;4;2;3;2;3;
3571940001640;EXFOLIAC GEL MOUS DOUX  200ML;4073.0;12;36;0;3;2;11;1;6;
3571940003538;TRIO WHITE XP LAIT CORP  400ML;9269.0;116;0;0;0;2;8;0;9;
3576025;XALACOM COLLY SOL FL2ML5;9839.0;247;400;35;137;86;127;86;108;
3593992;BEPANTHEN 5PC POMMADE   TB 30G;1515.0;3785;1800;447;1510;1402;1278;1119;1063;
3594017;BEPANTHEN 5PC POMMADE  TB 100G;4762.0;29;0;5;18;188;165;70;118;
3596490002794;R CAV GEL BAIN DCHE CLASSIQUE1L;5540.0;21;27;2;14;11;16;9;8;
3596490002800;ROGE C BAIN DCHE L MIEL     1L;6605.0;93;72;4;37;20;33;20;32;
3596490002824;ROGE C BAIN DCHE AMANDE     1L;5877.0;81;0;0;8;4;13;4;10;
3596490003371;R CAV GEL BAIN DCHE HYDRATANT1L;5877.0;384;0;1;9;1;7;3;4;
3596490004743;ROGE C DERMO UHT CREME LAVANTE500ML;3752.0;22;0;1;2;2;0;1;2;
3596490004750;ROGE C DERMO UHT HUILE 500ML;3752.0;196;30;6;14;20;28;13;33;
3596490004859;ROGE C DERMO UHT PAIN SURGRAS100G;1266.0;167;0;5;23;21;25;16;31;
3596490005641;R CAV  SOIN TOILETTE INTIME SECHERESSE 250ML;2781.0;11;60;0;3;18;25;7;10;
3596490005672;R CAV  SOIN TOILETTE INTIME EXTRA DOUX 250ML;2564.0;3;36;1;2;15;16;6;6;
3596490006426;CAVAILLES GEL BAIN DOUCHE LAITMIEL 400ML;3247.0;11;48;2;8;9;21;6;7;
3596490006464;CAVAILLES HUILE UNIVERSELLE 150ML;5759.0;31;0;0;0;1;0;0;3;
3596490006792;CAVAILLES DEO ABSORB+ 48H ROLLON 50ML;3090.0;38;42;1;18;16;16;11;15;
3596490006808;CAVAILLES DEO ABSORB+ 48H SPRAY 150ML;3038.0;67;21;1;14;24;15;13;14;
3596490006846;CAVAILLES DEO ABSORB+ 48H ROLLON 2X50ML;5287.0;164;0;4;22;6;18;10;10;
3596490006853;CAVAILLES DEO ABSORB+ 48H SANSPARFUM ROLL ON 2X50;5287.0;19;6;0;5;3;2;2;4;
3596490007027;CAVAILLES SOLIDE VISAGE MASQUEECLAT 70G;2519.0;89;0;0;0;0;1;0;2;
3596490007034;CAVAILLES SOLIDE VISAGE GOMMANT DOUX 70G;2519.0;75;0;0;1;0;1;0;2;
3596490007164;CAVAILLES SOLIDE VISAGE NETTOYANT MOUSSE 70G;2519.0;126;0;0;2;1;0;1;2;
3596490007362;CAVAILLES MAINS CREME RICHE KARITE BIO 50ML;1883.0;63;0;0;2;4;8;2;7;
3596490007379;CAVAILLES CORPS VISAGE CREME MIRACULEUSE TB 100ML;2873.0;36;36;0;1;11;8;4;9;
3596490007386;CAVAILLES MAINS CREME LEGERE AMANDE BIO 50ML;1883.0;44;0;0;4;3;8;2;5;
3596490007393;CAVAILLES CORPS GELEE EN EAU DESALTERANTE 200ML;4775.0;50;0;1;0;0;0;0;1;
3596490007409;CAVAILLES CORPS CREME PERLEE ULT HYDRATANTE 400ML;5936.0;42;0;0;0;3;0;1;3;
3596490007416;CAVAILLES CORPS BEURRE FONDANTNOURRISSANT 200ML;4775.0;38;15;3;2;13;4;6;7;
3596490007423;CAVAILLES CORPS LAIT ONCTUEUXDOUCEUR 500ML;5654.0;94;0;3;8;17;20;9;17;
3596490007430;CAVAILLES LEVRES BAUME GOURMAND STICK 5ML5;1660.0;93;0;2;5;6;6;4;14;
3627389;FLUOCARIL BI FLUORE 250MG MENTHE PATE 2X125ML;3798.0;141;24;68;156;146;165;123;119;
3627395;FLUOCARIL BI FLUORE 250MG MENTHE PATE 2X75ML;2912.0;15;240;9;14;92;114;38;55;
3651270;LYRICA GELU  25MG BT56;4775.0;2;174;1;69;24;0;31;15;
3651287;LYRICA GELU  50MG BT84;19286.0;54;5;8;20;4;10;10;14;
3651293;LYRICA 75MG GELULE PLAQUETTE DE 56;16530.0;48;116;8;28;23;50;19;25;
3651318;LYRICA GELU 150MG BT56;24244.0;2;26;0;0;5;4;1;0;
3701129800041;CREALINE GEL MOUSSANT    200ML;4126.0;42;15;9;28;14;6;17;11;
3701129800072;PIGMENTBIO  DAILY CARE SPF50+40ML;7596.0;19;55;1;13;4;9;6;6;
3701129800119;PIGMENTBIO C CONCENTRATE 15ML;9820.0;8;32;0;1;8;8;3;2;
3701129800553;PIGMENTBIO CREM MOUSSANT 500ML;7963.0;9;38;5;12;6;6;7;6;
3701129802076;ATODERM INTENSIVE BAUME 500ML;7681.0;42;48;1;27;16;16;14;18;
3701129805008;CREALINE H2O EAU MICELLAIRE SANS PARFUM 500ML;3555.0;2;180;0;27;40;24;22;22;
3701129805329;ATODERM CREME ULTRA ULTRA NOURRISSANTE TB 200ML;2657.0;18;45;10;18;0;0;9;8;
3701129805343;ATODERM CREME ULTRA NOURRISSANTE FL 500ML POMPE;3936.0;9;960;3;36;161;134;66;108;
3701129807385;PHOTODERM AQUAFLUIDE INVISIBLESPF50+ 40ML;11900.0;25;0;0;1;0;0;0;0;
3707125;RHINOMAXIL SUSPENSION POUR PULVERISATION NASALE;2033.0;395;640;92;327;187;147;202;120;
3719921;TAHOR CPR 10MG BT90;14759.0;51;0;6;3;3;4;4;4;
3719938;TAHOR CPR 20MG BT90;20663.0;56;20;1;5;6;10;4;7;
3823512;AMLODIPINE PFIZER GELULE 10MG;10482.0;48;0;2;14;3;2;6;7;
3867722;SOLUMEDROL 1GR POUDRE ET SOLVA;8495.0;-6;48;0;0;0;0;0;0;
3883827;XARELTO COMPRIME PELLICULE 10M;6560.0;1402;960;186;543;495;544;408;551;
4124934;EXFOLIAC GLOBAL CREM     30ML;4330.0;11;4;0;0;3;0;1;0;
4289701;EXFOLIAC ACNOMEGA 100    30ML;4631.0;34;0;0;2;1;4;1;3;
4289718;EXFOLIAC ACNOMEGA 200    30ML;4106.0;70;0;0;4;5;7;3;12;
4351512;OSMULE PDR SOL REHYD 10SACH;1391.0;0;600;0;0;0;0;0;125;
4451834;ROGE C DEO MIXTE SPRAY 2X150ML;5287.0;121;62;12;30;20;26;20;24;
4777932;EXFOLIAC GEL MOUSSANT NETTOYAN;4126.0;70;0;0;7;2;10;3;8;
5100535;NEBILONG 5MG CPR BT 30;2624.0;689;357;67;225;208;249;166;220;
5100536;NEBILONG AM CPR BT30;4526.0;318;672;40;186;156;173;127;135;
5100537;MELANOV MR CPR 60MG BT30;3215.0;449;480;49;218;197;191;154;181;
6111267400039;SUPRADYN BOOST CPR BT 10;1640.0;0;3920;1;629;1620;765;750;418;
7089138;ROGE C GEL DOUCHE LAIT HYDRATANT TB 200ML;2275.0;20;12;0;7;5;5;4;4;
7228829;SEBIUM H2O EAU MICELLAIRE 250ML;2794.0;33;45;6;32;12;25;16;20;
7413142;SEBIUM GOMMANT 100ML;2742.0;7;54;0;20;4;11;8;11;
7564585;SEBIUM H2O EAU MICELLAIRE 500ML;3647.0;70;72;5;27;26;25;19;26;
8001090346742;FLUOCARIL BI 145 MENTHE 2X75ML;2401.0;64;444;20;82;69;113;57;64;
8001090346988;FLUOCARIL JUNIOR BUBBL GEL2X75;2322.0;51;168;14;12;55;56;27;29;
8001499;FLUB CPR 100MG BT6;879.0;6080;130;269;584;108;0;320;80;
8004807;AMLOR CPR 5MG BT56;5884.0;141;0;7;23;18;10;16;18;
8015142;VERAX BLU BAIN BOUCHE FL 120ML;735.0;518;504;58;184;187;178;143;194;
8168236;SEBIUM MAT CONTROL 30ML;3149.0;13;193;0;10;41;44;17;33;
8308499;ZITHROMAX PDR SUSP 200MG 15ML;2512.0;0;500;0;0;0;49;0;46;
8308660;RESPIBIEN SOL NASALE FL15ML;748.0;12297;6642;976;3126;3070;2844;2390;3413;
8318813;PHYTORAL POM 15G;1463.0;0;2088;1;718;785;140;501;341;
8331469;LORINOL CPR 10MG BT10;800.0;504;250;23;112;104;2;79;55;
8333095;IREX 12 GELU BT30;977.0;721;312;87;178;216;67;160;238;
8333847;ALLERCET CPR 10MG BT10;1246.0;961;2304;322;851;653;658;608;610;
8335970;OMICAP GELU 20MG BT14;1863.0;309;270;36;82;90;85;69;96;
8336165;IREX 12 SUSP FL200ML;984.0;10;1920;117;497;319;299;311;345;
8362754;ALLERCET SP FL100ML;1450.0;359;1200;156;603;436;274;398;318;
8370759;PHYTORAL SHAMP 2PC FL100ML;2952.0;2506;4080;456;1425;1301;1324;1060;1089;
8371581;FANSIDAR CPR BT150;14418.0;0;320;0;0;0;0;0;0;
8373249;ANGIZAAR CPR 50MG BT30;2342.0;51;10;6;11;6;11;7;12;
8373255;ANGIZAAR H CPR BT30;5018.0;86;20;8;19;6;21;11;17;
8380025;NETAZOX SP 100MG/5ML FL30ML;788.0;2349;1440;239;809;790;700;612;660;
8380031;NETAZOX CPR 500MG BT6;984.0;5297;1600;795;2175;2019;1852;1663;1517;
8380048;NETAZOX DT CPR 200MG BT6;1050.0;1305;400;172;548;375;326;365;417;
8381579;AMLONG CPR 10MG BT30;3936.0;985;1396;199;528;519;484;415;496;
8381585;AMLONG CPR 5MG BT30;2624.0;855;1014;110;318;284;312;237;304;
8381591;AVAS CPR 10MG BT30;3214.0;697;1528;133;375;336;307;281;319;
8381616;AVAS CPR 20MG BT30;4067.0;1136;1210;149;471;370;388;330;396;
8383093;FEROX SIROP 200ML;1784.0;1213;384;103;269;293;279;221;354;
8396658;PANTOTAB CPR 40MG BT30;2998.0;2081;1920;267;895;812;840;658;829;
8397209;DIAPRIDE CPR 2MG BT30;2033.0;302;780;54;189;198;243;147;164;
8397215;DIAPRIDE CPR 4MG BT30;3149.0;38;50;10;24;18;24;17;21;
8397221;LEVOBACT CPR 750MG BT10;3299.0;324;1200;100;314;359;295;257;260;
8397238;AMLOZAAR CPR 5MG/50MG BT30;3392.0;252;160;23;89;79;97;63;86;
8397391;CELEBID GELU 100MG BT20;2703.0;1021;2733;280;1029;881;764;730;823;
8398479;NUGREL CPR 75MG BT30;2867.0;221;120;27;83;67;65;59;71;
8398485;FEROX CAPS BT30;1771.0;1195;1362;145;488;455;526;362;419;
8403140;AZILID 500MG BT3;2401.0;0;1000;42;598;338;126;326;188;
8403157;GRAMOCEF O GELU 200MG BT 10;2033.0;234;1200;139;357;329;290;275;233;
8403163;BACTOCLAV CPR 1G BT12;1968.0;4113;4800;665;1928;2163;1844;1585;1846;
8407994;GRAMOCEF O 50 DRY SP FL100ML;2302.0;85;850;55;181;171;118;135;105;
8409763;ARBITEL CPR 40MG BT30;2952.0;172;400;55;149;128;166;110;143;
8410298;ARBITEL H CPR 40MG BT30;3444.0;396;960;126;384;326;320;278;317;
8414103;ARBITEL CPR 80MG BT30;3444.0;105;270;36;105;80;112;73;79;
8418644;BACTOCLAV SUSP BUV 100MG 100ML;1640.0;615;1056;236;714;439;452;463;357;
8427459;EXILAR CPR PELL 10MG BT4;2624.0;87;20;18;70;32;24;40;40;
8434637;DOLOWIN SR CPR 200MG BT30;3050.0;835;756;94;336;299;316;243;267;
8460853;GRAMOCEF O SUSP 100MG FL100ML;2971.0;69;800;129;279;236;153;214;155;
8482429;AVAS CPR 40MG BT30;4067.0;1648;0;27;42;32;29;33;22;
8490601;CELEBID GELU 200MG BT30;3936.0;1492;1764;281;905;784;740;656;743;
8495923;AUROTHRIN CPR PELL 500MG BT3;2919.0;148;50;35;30;24;61;29;29;
8495946;AUROTHRIN SP 200MG/5ML FL15ML;1476.0;49;80;28;52;41;30;40;30;
8495981;DEFNIL P CPR SUB 50/500MG BT30;2755.0;404;100;28;128;92;84;82;103;
8496012;WELVIT PLUS CPR BT30;2683.0;0;1100;12;189;201;154;134;115;
8515637;ASPIR CARDI CPR GASTRO 100 B30;905.0;0;33600;36;11178;8774;6546;6662;5693;
8517286;CLIVON HYGIENE INTIME FL 250ML;3168.0;7;0;0;1;1;1;0;2;
8518848;CLARICIN CPR 500MG BT10;4100.0;35;0;0;4;2;2;2;4;
8518854;BONCARE PLUS CPR BT30;6422.0;120;600;37;150;116;117;101;100;
8518860;CHONDROFLEX GELU BT30;9420.0;126;150;6;66;66;39;46;43;
8518908;MG2 PLUS MONO SOL BUV 10ML B20;1994.0;609;924;92;273;504;367;289;280;
8521135;LACTIV SOL VAG FL200ML;1443.0;0;3888;119;1325;1241;1285;895;712;
8528829;CLIVON CREME TB 30ML;3240.0;3;3;0;0;1;0;0;0;
8615617;XALATAN COLLY 0PC005 FL2ML5EXP;9098.0;92;400;41;112;88;130;80;95;
8710604763189;FLUOCARIL BI FLUORE 145MG BLANCHEUR 2X75ML;2407.0;24;240;9;40;56;31;35;32;
8710604763196;FLUOCARIL BI FLUORE 145MG DENTS SENSIBLES 2X75ML;2145.0;77;132;5;35;21;18;20;19;
8710604763202;FLUOCARIL BI FLUORE 145MG GENCIVES 2x75ML;2171.0;45;24;9;7;15;16;10;11;
8710604763219;FLUOCARIL BI FLUORE 145MG BLANCHEUR 75ML;1338.0;571;624;54;202;235;223;163;223;
8710604763226;FLUOCARIL BI FLUORE 145MG DENTS SENSIBLES 75ML;1443.0;170;240;13;71;98;72;60;77;
8710604763233;FLUOCARIL BI FLUORE 145MG MENTHE 75ML;1332.0;483;169;49;156;157;154;120;143;
8710604763240;FLUOCARIL BI FLUORE 145MG GENCIVES 75ML;1351.0;131;240;10;45;74;61;43;56;
8710604763271;FLUOCARIL JUNIOR 6-12 ANS FRUITS ROUGES 2X75ML;2361.0;34;300;2;41;75;54;39;42;
8710604763295;FLUOCARIL JUNIOR 6-12 ANS FRUITS ROUGES 75ML;1358.0;49;408;13;203;100;36;105;100;
8710604763301;FLUOCARIL JUNIOR 6-12 ANS BUBBLE GUM 75ML;1292.0;202;0;27;12;10;89;16;45;
8710604763356;PAROGENCYL PREVENTION GENCIVE2X75ML;2611.0;0;60;0;34;20;26;18;20;
8710604763363;PAROGENCYL PREVENT GEN 75ML;1450.0;622;480;56;208;229;153;164;200;
8710604763370;PAROGENCYL SOIN INTENSIF GENCIVE 75ML;1489.0;948;432;85;300;260;342;215;287;
8710604763660;BROS DENT FLUOCAR JUN 6/13 ANSXTR SPLE;1266.0;90;188;16;42;55;50;37;33;
8720181361913;BROS D FLUOCARIL SENSIB   EX SPL;1653.0;22;40;4;14;11;13;9;10;
8720181361920;FLUOCARIL BROSSE DENT PRECISION INTERDENT SOUPLE;1548.0;42;48;5;12;12;31;9;14;
8720181361937;FLUOCARIL BROSSE DENT PRECISION INTERDENT MEDIUM;1548.0;73;24;0;10;6;30;5;13;
8720181490866;FLUOCARIL KIDS 0-6 ANS FRAISE75ML;1122.0;226;24;42;195;17;0;84;21;
8720182034380;PAROGENCYL PREV GENC BL 2X75ML;2328.0;134;0;8;16;29;6;17;13;
8720182034410;PAROGENCYL PREV GENC BLANC 75ML;1292.0;77;288;21;62;82;46;55;58;
9809217;ROGE C MYCOLEA  SOIN LAVANT INTIME 200ML;3109.0;32;71;7;17;22;38;15;18;
9876751;TRIO WHITE XP SOIN NUIT   30ML;8245.0;50;0;0;0;5;1;1;2;
9937292;ATODERM GEL DOUCHE 1L;5248.0;341;198;38;119;38;18;65;74;
