codeArticle;libelleArticle;prix;stock;commande;venteMoisM0;venteMoisM1;venteMoisM2;venteMoisM3;venteMoyM3;venteMoyM12;
2474143;AUROMOX PDR 100MG 12MG5 FL60ML;1804.0;4;20;1;4;0;8;1;4;
2474144;AUROMOX CPR 500MG 62MG5 BT14;2368.0;10;30;11;17;17;10;15;9;
2474549;ONE V KIT 1G/150MG/1G CPR BT 4;2821.0;223;0;47;112;44;51;67;31;
2474554;ALLESTENE CPR DISP 2MG BT20;1246.0;372;0;29;49;41;24;39;16;
2474557;ALLESTENE GTT SOL 0PC05 FL30ML;1246.0;424;0;20;72;83;31;58;28;
2475072;EXILAR CPR PEL 5MG BT30;1968.0;0;0;18;128;364;82;170;79;
2475326;MYCOXIB CPR 90MG BT30;2624.0;104;270;18;70;178;79;88;70;
2475330;PALSUNATE PR SUSP INJ 120MG 1;1115.0;2967;0;81;200;103;45;128;73;
2477286;AUROMOX DUO CPR 1G/125MG BT14;3024.0;95;125;39;121;97;47;85;54;
2478238;ROGE C SOIN INTIME TOILETTE FRAICHEUR 250ML;2499.0;84;0;5;19;9;26;11;14;
2478824;FLUOCARIL BIFLUOR BAIN B 300ML;2466.0;121;0;22;26;18;28;22;34;
2481100;GEL BAIN DCHE ALOE VERA  FL 1L;5877.0;46;0;0;0;3;1;1;1;
2482474;CLIVON HYGIENE INTIME FL 150ML;2040.0;111;0;2;7;5;5;4;5;
2482810;BACTOCLAV 250MG/62MG5 FL 100ML;1640.0;0;1152;0;0;1;0;0;52;
2485306;FLUB 100MG/5ML SUSP BUV FL30ML;984.0;2875;2940;57;0;1;0;19;4;
2485721;RIVASON 20MG CPR BT 14;5248.0;0;768;0;0;0;0;0;0;
2486347;SUPRADYN CITRON CPR BT 10;1587.0;2413;0;339;44;0;0;127;31;
2486450;PREGASON 75MG GELU BT 30;1968.0;737;170;232;46;0;0;92;23;
2565947;ROGE C SAVON LAIT MIEL 3X250G+ 1 OFFERT;5346.0;254;222;42;138;81;123;87;77;
3000000210314;ALCOF C SP FL100ML;2066.0;15;720;161;661;265;195;362;206;
3000000210369;SCARID GEL TB15GR;4231.0;240;0;32;89;73;49;64;62;
3002152;ALDACTAZINE CPR BT20;2178.0;2066;0;180;302;210;244;230;341;
3004889;FANSIDAR CPR BT3;577.0;0;5900;0;0;48;607;16;288;
3010269;BECOZYME AMP 2ML BT12;1791.0;0;15000;0;810;3689;2134;1499;1512;
3057271;LAROSCORBINE CPR EFF 1G TB10;820.0;3802;800;782;1219;1110;1158;1037;923;
3057302;LAROXYL DRG 25MG BT60;1817.0;1042;3900;400;1309;1022;1161;910;712;
3064093;MADECASSOL CREM 1PC TB10G;945.0;416;150;38;104;127;100;89;110;
3065595;MEDROL CPR   4MG BT30;1292.0;161;720;65;159;148;132;124;120;
3113644;VITAM B12 GERDA CPR  250Y B24;1437.0;0;0;0;0;0;5;0;14;
3155281;SOLUMEDROL NECES 120MG;0.0;0;0;0;360;246;0;202;50;
3163346;VELITEN COMPRIME PELLICULE BOI;2112.0;0;243;0;0;0;0;0;0;
3174284;LEXOMIL CPR 6MG BT30;1699.0;8409;3200;632;954;873;1009;819;717;
3190308;PROVIRON CPR BT20;2184.0;699;0;86;166;161;137;137;141;
3192253;PANOTILE GTT AURIC FL8ML;853.0;360;2772;1048;71;1030;718;716;429;
3237369;FLUIMUCIL GLE 200MG SACH BT30;2099.0;250;234;55;102;94;74;83;80;
3247770;RENNIE MENTHE CPR BT48;1148.0;0;240;0;0;0;0;0;8;
3263711;RHINOFLUIMUCIL NEB 10ML;853.0;119;184;38;72;55;56;55;52;
3272503;ALDACTONE CPR 50MG BT20;2519.0;0;1120;0;4;589;200;197;120;
3289679;UVIMAG B6 AMP BUV 10ML BT20;2263.0;0;640;0;0;0;0;0;0;
3307360;LACTEOL FORT PDR SACH BT10;1318.0;2;240;35;257;263;179;185;144;
3318984;MEDROL CPR  16MG BT20;2486.0;68;1512;58;257;305;180;206;228;
3319392;FELDENE DISPERS CPR 20MG BT15;1968.0;216;840;99;194;198;173;163;167;
3320923;MONURIL 3G GLE AD SACH BT1;3345.0;1214;972;252;526;437;447;405;442;
3331335;AMLOR GELU 10MG BT30;7576.0;417;120;46;122;101;107;89;112;
3331358;AMLOR GELU  5MG BT30;6054.0;487;120;45;98;98;101;80;104;
3334167;AMLODIPINE PFIZER GELULE 5MG B;3345.0;55;0;0;8;6;6;4;6;
3346020049771;CAVAILLES SAVON SURGRAS JARDINL'ORIGINAL 3X200G;4592.0;351;0;5;4;8;2;5;3;
3346020049795;CAVAILLES SAVON SURGRAS ORANGER JASMIN 3X200G;4592.0;165;0;9;6;7;3;7;6;
3346020049801;CAVAILLES SAVON SURGRAS AMANDELACTEE 3X200G;4592.0;168;0;5;12;10;10;9;6;
3346020049894;CAVAILLES SAVON SURGRAS DELICEDE FIGUE 3X200G;4592.0;183;0;4;1;5;6;3;5;
3346020049900;CAVAILLES SAVON SURGRAS NECTARDE MIEL 3X200G;4592.0;328;0;2;3;12;9;5;5;
3378986;NEURONTIN GELU 100MG BT90;4237.0;0;0;20;0;100;0;40;18;
3390467;DEBRIDAT CPR 100MG BT30;2545.0;0;4320;0;413;1265;514;559;613;
3400926783501;EYLEA SOL INJ   40MG/ML SER B1;177108.0;5;6;0;0;5;0;1;0;
3400934227301;POLARAMINE 2MG CPR BT20;656.0;0;1980;0;0;3;65;1;330;
3401353806399;SEBIUM GEL MOUSSANT TB 200ML;2716.0;28;36;18;54;4;11;25;19;
3401360147508;SEBIUM GLOBAL 30ML;2998.0;72;160;12;32;44;33;29;26;
3401399373527;ATODERM INTENS PAIN SURG 150G;1410.0;59;180;35;94;50;73;59;43;
3401528520846;ATODERM HUILE LAVANTE 1L;6415.0;168;240;35;78;107;80;73;79;
3423445;KREDEX CPR SECA  6MG25 BT28;3621.0;11;0;0;0;6;1;2;1;
3430675;TAHOR CPR 10MG BT28;6448.0;248;0;19;31;25;45;25;32;
3430681;TAHOR CPR 20MG BT28;9111.0;94;40;14;28;35;53;25;31;
3430698;TAHOR CPR 40MG BT28;13834.0;63;20;14;22;14;39;16;22;
3484257;VIAGRA CPR 50MG BT1;2624.0;80;0;39;35;71;57;48;51;
3484263;VIAGRA CPR  50MG BT4;7871.0;124;180;19;34;32;51;28;41;
3484317;VIAGRA CPR 100MG BT4;10495.0;243;0;14;40;27;2;27;6;
3506869;FLUIMUCIL GLE 200MG SACH BT18;1122.0;0;112;0;0;0;0;0;17;
3571940000179;TRIO WHITE XP SOIN JOUR   30ML;9131.0;55;0;0;0;0;7;0;1;
3571940000186;TRIO WHITE XP SERUM       30ML;13237.0;57;0;0;3;0;7;1;1;
3571940000193;TRIO WHITE XP JOUR SPF 50 40ML;9550.0;61;0;0;4;2;3;2;3;
3571940001640;EXFOLIAC GEL MOUS DOUX  200ML;4073.0;47;0;1;3;2;11;2;6;
3571940003538;TRIO WHITE XP LAIT CORP  400ML;9269.0;116;0;0;0;2;8;0;9;
3576025;XALACOM COLLY SOL FL2ML5;9839.0;234;400;50;137;86;127;91;109;
3593992;BEPANTHEN 5PC POMMADE   TB 30G;1515.0;4557;800;688;1510;1402;1278;1200;1083;
3594017;BEPANTHEN 5PC POMMADE  TB 100G;4762.0;30;0;6;18;188;165;70;119;
3596490002794;R CAV GEL BAIN DCHE CLASSIQUE1L;5540.0;30;12;5;14;11;16;10;9;
3596490002800;ROGE C BAIN DCHE L MIEL     1L;6605.0;127;36;7;37;20;33;21;32;
3596490002824;ROGE C BAIN DCHE AMANDE     1L;5877.0;80;0;1;8;4;13;4;10;
3596490003371;R CAV GEL BAIN DCHE HYDRATANT1L;5877.0;383;0;2;9;1;7;4;4;
3596490004743;ROGE C DERMO UHT CREME LAVANTE500ML;3752.0;18;0;5;2;2;0;3;3;
3596490004750;ROGE C DERMO UHT HUILE 500ML;3752.0;189;0;12;14;20;28;15;34;
3596490004859;ROGE C DERMO UHT PAIN SURGRAS100G;1266.0;162;0;8;23;21;25;17;32;
3596490005641;R CAV  SOIN TOILETTE INTIME SECHERESSE 250ML;2781.0;71;0;0;3;18;25;7;10;
3596490005672;R CAV  SOIN TOILETTE INTIME EXTRA DOUX 250ML;2564.0;39;0;1;2;15;16;6;6;
3596490006426;CAVAILLES GEL BAIN DOUCHE LAITMIEL 400ML;3247.0;57;0;4;8;9;21;7;7;
3596490006464;CAVAILLES HUILE UNIVERSELLE 150ML;5759.0;31;0;0;0;1;0;0;3;
3596490006792;CAVAILLES DEO ABSORB+ 48H ROLLON 50ML;3090.0;54;18;9;18;16;16;14;16;
3596490006808;CAVAILLES DEO ABSORB+ 48H SPRAY 150ML;3038.0;69;18;2;14;24;15;13;15;
3596490006846;CAVAILLES DEO ABSORB+ 48H ROLLON 2X50ML;5287.0;163;0;5;22;6;18;11;10;
3596490006853;CAVAILLES DEO ABSORB+ 48H SANSPARFUM ROLL ON 2X50;5287.0;19;6;0;5;3;2;2;4;
3596490007027;CAVAILLES SOLIDE VISAGE MASQUEECLAT 70G;2519.0;89;0;0;0;0;1;0;2;
3596490007034;CAVAILLES SOLIDE VISAGE GOMMANT DOUX 70G;2519.0;75;0;0;1;0;1;0;2;
3596490007164;CAVAILLES SOLIDE VISAGE NETTOYANT MOUSSE 70G;2519.0;126;0;0;2;1;0;1;2;
3596490007362;CAVAILLES MAINS CREME RICHE KARITE BIO 50ML;1883.0;63;0;0;2;4;8;2;7;
3596490007379;CAVAILLES CORPS VISAGE CREME MIRACULEUSE TB 100ML;2873.0;66;6;0;1;11;8;4;9;
3596490007386;CAVAILLES MAINS CREME LEGERE AMANDE BIO 50ML;1883.0;44;0;0;4;3;8;2;5;
3596490007393;CAVAILLES CORPS GELEE EN EAU DESALTERANTE 200ML;4775.0;50;0;1;0;0;0;0;1;
3596490007409;CAVAILLES CORPS CREME PERLEE ULT HYDRATANTE 400ML;5936.0;43;0;0;0;3;0;1;3;
3596490007416;CAVAILLES CORPS BEURRE FONDANTNOURRISSANT 200ML;4775.0;53;0;3;2;13;4;6;7;
3596490007423;CAVAILLES CORPS LAIT ONCTUEUXDOUCEUR 500ML;5654.0;93;0;5;8;17;20;10;18;
3596490007430;CAVAILLES LEVRES BAUME GOURMAND STICK 5ML5;1660.0;87;0;6;5;6;6;5;14;
3627389;FLUOCARIL BI FLUORE 250MG MENTHE PATE 2X125ML;3798.0;122;39;90;156;146;165;130;121;
3627395;FLUOCARIL BI FLUORE 250MG MENTHE PATE 2X75ML;2912.0;13;240;10;14;92;114;38;55;
3651270;LYRICA GELU  25MG BT56;4775.0;0;174;3;69;24;0;32;16;
3651287;LYRICA GELU  50MG BT84;19286.0;54;5;8;20;4;10;10;14;
3651293;LYRICA 75MG GELULE PLAQUETTE DE 56;16530.0;40;116;17;28;23;50;22;25;
3651318;LYRICA GELU 150MG BT56;24244.0;2;24;2;0;5;4;2;0;
3701129800041;CREALINE GEL MOUSSANT    200ML;4126.0;34;15;17;28;14;6;19;12;
3701129800072;PIGMENTBIO  DAILY CARE SPF50+40ML;7596.0;19;55;1;13;4;9;6;6;
3701129800119;PIGMENTBIO C CONCENTRATE 15ML;9820.0;7;32;0;1;8;8;3;2;
3701129800553;PIGMENTBIO CREM MOUSSANT 500ML;7963.0;21;26;6;12;6;6;8;6;
3701129802076;ATODERM INTENSIVE BAUME 500ML;7681.0;36;48;8;27;16;16;17;19;
3701129805008;CREALINE H2O EAU MICELLAIRE SANS PARFUM 500ML;3555.0;43;144;16;27;40;24;27;23;
3701129805329;ATODERM CREME ULTRA ULTRA NOURRISSANTE TB 200ML;2657.0;34;17;19;18;0;0;12;9;
3701129805343;ATODERM CREME ULTRA NOURRISSANTE FL 500ML POMPE;3936.0;576;492;34;36;161;134;77;110;
3701129807385;PHOTODERM AQUAFLUIDE INVISIBLESPF50+ 40ML;11900.0;25;0;0;1;0;0;0;0;
3707125;RHINOMAXIL SUSPENSION POUR PULVERISATION NASALE;2033.0;272;512;222;327;187;147;245;131;
3719921;TAHOR CPR 10MG BT90;14759.0;51;0;1;3;3;4;2;3;
3719938;TAHOR CPR 20MG BT90;20663.0;56;20;1;5;6;10;4;7;
3823512;AMLODIPINE PFIZER GELULE 10MG;10482.0;48;0;2;14;3;2;6;7;
3867722;SOLUMEDROL 1GR POUDRE ET SOLVA;0.0;0;0;48;0;0;0;16;4;
3883827;XARELTO COMPRIME PELLICULE 10M;6560.0;1920;360;282;543;495;544;440;559;
4124934;EXFOLIAC GLOBAL CREM     30ML;4330.0;12;4;0;0;3;0;1;0;
4289701;EXFOLIAC ACNOMEGA 100    30ML;4631.0;34;0;0;2;1;4;1;3;
4289718;EXFOLIAC ACNOMEGA 200    30ML;4106.0;70;0;0;4;5;7;3;12;
4351512;OSMULE PDR SOL REHYD 10SACH;1391.0;0;600;0;0;0;0;0;125;
4451834;ROGE C DEO MIXTE SPRAY 2X150ML;5287.0;113;62;19;30;20;26;23;24;
4777932;EXFOLIAC GEL MOUSSANT NETTOYAN;4126.0;70;0;1;7;2;10;3;8;
5100535;NEBILONG 5MG CPR BT 30;2624.0;999;0;117;225;208;249;183;225;
5100536;NEBILONG AM CPR BT30;4526.0;951;0;81;186;156;173;141;138;
5100537;MELANOV MR CPR 60MG BT30;3215.0;615;280;86;218;197;191;167;185;
6111267400039;SUPRADYN BOOST CPR BT 10;1640.0;0;3920;1;629;1620;765;750;418;
7089138;ROGE C GEL DOUCHE LAIT HYDRATANT TB 200ML;2275.0;17;12;3;7;5;5;5;4;
7228829;SEBIUM H2O EAU MICELLAIRE 250ML;2794.0;76;0;8;32;12;25;17;20;
7413142;SEBIUM GOMMANT 100ML;2742.0;43;18;0;20;4;11;8;11;
7564585;SEBIUM H2O EAU MICELLAIRE 500ML;3647.0;97;36;14;27;26;25;22;27;
8001090346742;FLUOCARIL BI 145 MENTHE 2X75ML;2401.0;288;204;33;82;69;113;61;65;
8001090346988;FLUOCARIL JUNIOR BUBBL GEL2X75;2322.0;162;36;24;12;55;56;30;30;
8001499;FLUB CPR 100MG BT6;879.0;5938;130;404;584;108;0;365;91;
8004807;AMLOR CPR 5MG BT56;5884.0;133;0;15;23;18;10;18;18;
8015142;VERAX BLU BAIN BOUCHE FL 120ML;735.0;489;504;94;184;187;178;155;197;
8168236;SEBIUM MAT CONTROL 30ML;3149.0;171;99;2;10;41;44;17;34;
8308499;ZITHROMAX PDR SUSP 200MG 15ML;2512.0;0;500;0;0;0;49;0;46;
8308660;RESPIBIEN SOL NASALE FL15ML;748.0;11675;6642;1667;3126;3070;2844;2621;3471;
8318813;PHYTORAL POM 15G;1463.0;0;2088;1;718;785;140;501;341;
8331469;LORINOL CPR 10MG BT10;800.0;466;250;53;112;104;2;89;57;
8333095;IREX 12 GELU BT30;977.0;989;0;137;178;216;67;177;243;
8333847;ALLERCET CPR 10MG BT10;1246.0;2548;576;473;851;653;658;659;622;
8335970;OMICAP GELU 20MG BT14;1863.0;290;270;56;82;90;85;76;97;
8336165;IREX 12 SUSP FL200ML;984.0;1;1920;123;497;319;299;313;345;
8362754;ALLERCET SP FL100ML;1450.0;272;1200;250;603;436;274;429;326;
8370759;PHYTORAL SHAMP 2PC FL100ML;2952.0;3473;2400;729;1425;1301;1324;1151;1112;
8371581;FANSIDAR CPR BT150;14418.0;0;320;0;0;0;0;0;0;
8373249;ANGIZAAR CPR 50MG BT30;2342.0;50;10;8;11;6;11;8;12;
8373255;ANGIZAAR H CPR BT30;5018.0;81;0;13;19;6;21;12;17;
8380025;NETAZOX SP 100MG/5ML FL30ML;788.0;2210;1440;379;809;790;700;659;671;
8380031;NETAZOX CPR 500MG BT6;984.0;4810;1600;1291;2175;2019;1852;1828;1558;
8380048;NETAZOX DT CPR 200MG BT6;1050.0;1205;400;280;548;375;326;401;426;
8381579;AMLONG CPR 10MG BT30;3936.0;1314;864;303;528;519;484;450;505;
8381585;AMLONG CPR 5MG BT30;2624.0;812;864;152;318;284;312;251;307;
8381591;AVAS CPR 10MG BT30;3214.0;964;1190;217;375;336;307;309;326;
8381616;AVAS CPR 20MG BT30;4067.0;1287;820;259;471;370;388;366;406;
8383093;FEROX SIROP 200ML;1784.0;1547;0;154;269;293;279;238;359;
8396658;PANTOTAB CPR 40MG BT30;2998.0;2856;960;457;895;812;840;721;845;
8397209;DIAPRIDE CPR 2MG BT30;2033.0;741;240;98;189;198;243;161;167;
8397215;DIAPRIDE CPR 4MG BT30;3149.0;84;0;14;24;18;24;18;21;
8397221;LEVOBACT CPR 750MG BT10;3299.0;1075;400;151;314;359;295;274;265;
8397238;AMLOZAAR CPR 5MG/50MG BT30;3392.0;345;60;33;89;79;97;67;86;
8397391;CELEBID GELU 100MG BT20;2703.0;2734;780;540;1029;881;764;816;845;
8398479;NUGREL CPR 75MG BT30;2867.0;328;0;40;83;67;65;63;72;
8398485;FEROX CAPS BT30;1771.0;1757;738;215;488;455;526;386;425;
8403140;AZILID 500MG BT3;2401.0;200;800;45;598;338;126;327;188;
8403157;GRAMOCEF O GELU 200MG BT 10;2033.0;1058;300;225;357;329;290;303;241;
8403163;BACTOCLAV CPR 1G BT12;1968.0;3719;4800;1082;1928;2163;1844;1724;1881;
8407994;GRAMOCEF O 50 DRY SP FL100ML;2302.0;306;600;85;181;171;118;145;107;
8409763;ARBITEL CPR 40MG BT30;2952.0;544;0;95;149;128;166;124;146;
8410298;ARBITEL H CPR 40MG BT30;3444.0;887;384;217;384;326;320;309;324;
8414103;ARBITEL CPR 80MG BT30;3444.0;187;170;57;105;80;112;80;81;
8418644;BACTOCLAV SUSP BUV 100MG 100ML;1640.0;529;960;338;714;439;452;497;365;
8427459;EXILAR CPR PELL 10MG BT4;2624.0;71;20;41;70;32;24;47;41;
8434637;DOLOWIN SR CPR 200MG BT30;3050.0;761;756;173;336;299;316;269;274;
8460853;GRAMOCEF O SUSP 100MG FL100ML;2971.0;415;401;194;279;236;153;236;161;
8482429;AVAS CPR 40MG BT30;4067.0;1641;0;35;42;32;29;36;23;
8490601;CELEBID GELU 200MG BT30;3936.0;2194;882;498;905;784;740;729;762;
8495923;AUROTHRIN CPR PELL 500MG BT3;2919.0;141;50;42;30;24;61;32;30;
8495946;AUROTHRIN SP 200MG/5ML FL15ML;1476.0;83;30;48;52;41;30;47;32;
8495981;DEFNIL P CPR SUB 50/500MG BT30;2755.0;364;100;72;128;92;84;97;106;
8496012;WELVIT PLUS CPR BT30;2683.0;178;990;31;189;201;154;140;117;
8509111;AXOL PROCTO CREM APPLI TB40ML;3240.0;114;0;1;0;0;0;0;0;
8515637;ASPIR CARDI CPR GASTRO 100 B30;905.0;9504;24000;125;11178;8774;6546;6692;5700;
8517286;CLIVON HYGIENE INTIME FL 250ML;3168.0;7;0;0;1;1;1;0;2;
8518848;CLARICIN CPR 500MG BT10;4100.0;35;0;0;4;2;2;2;4;
8518854;BONCARE PLUS CPR BT30;6422.0;95;600;69;150;116;117;111;103;
8518860;CHONDROFLEX GELU BT30;9420.0;114;150;17;66;66;39;49;44;
8518908;MG2 PLUS MONO SOL BUV 10ML B20;1994.0;550;924;157;273;504;367;311;286;
8521135;LACTIV SOL VAG FL200ML;1443.0;0;3888;119;1325;1241;1285;895;712;
8528829;CLIVON CREME TB 30ML;3240.0;3;0;0;0;1;0;0;0;
8615617;XALATAN COLLY 0PC005 FL2ML5EXP;9098.0;88;400;50;112;88;130;83;95;
8710604763189;FLUOCARIL BI FLUORE 145MG BLANCHEUR 2X75ML;2407.0;79;180;15;40;56;31;37;33;
8710604763196;FLUOCARIL BI FLUORE 145MG DENTS SENSIBLES 2X75ML;2145.0;67;132;15;35;21;18;23;20;
8710604763202;FLUOCARIL BI FLUORE 145MG GENCIVES 2x75ML;2171.0;65;0;13;7;15;16;11;12;
8710604763219;FLUOCARIL BI FLUORE 145MG BLANCHEUR 75ML;1338.0;774;384;90;202;235;223;175;226;
8710604763226;FLUOCARIL BI FLUORE 145MG DENTS SENSIBLES 75ML;1443.0;160;240;25;71;98;72;64;78;
8710604763233;FLUOCARIL BI FLUORE 145MG MENTHE 75ML;1332.0;458;169;78;156;157;154;130;146;
8710604763240;FLUOCARIL BI FLUORE 145MG GENCIVES 75ML;1351.0;237;120;25;45;74;61;48;58;
8710604763271;FLUOCARIL JUNIOR 6-12 ANS FRUITS ROUGES 2X75ML;2361.0;143;180;13;41;75;54;43;43;
8710604763295;FLUOCARIL JUNIOR 6-12 ANS FRUITS ROUGES 75ML;1358.0;46;408;16;203;100;36;106;100;
8710604763301;FLUOCARIL JUNIOR 6-12 ANS BUBBLE GUM 75ML;1292.0;180;0;55;12;10;89;25;48;
8710604763356;PAROGENCYL PREVENTION GENCIVE2X75ML;2611.0;0;60;0;34;20;26;18;20;
8710604763363;PAROGENCYL PREVENT GEN 75ML;1450.0;580;480;99;208;229;153;178;203;
8710604763370;PAROGENCYL SOIN INTENSIF GENCIVE 75ML;1489.0;1191;120;153;300;260;342;237;292;
8710604763660;BROS DENT FLUOCAR JUN 6/13 ANSXTR SPLE;1266.0;83;188;21;42;55;50;39;33;
8720181361913;BROS D FLUOCARIL SENSIB   EX SPL;1653.0;55;4;7;14;11;13;10;10;
8720181361920;FLUOCARIL BROSSE DENT PRECISION INTERDENT SOUPLE;1548.0;77;12;6;12;12;31;10;14;
8720181361937;FLUOCARIL BROSSE DENT PRECISION INTERDENT MEDIUM;1548.0;97;0;0;10;6;30;5;13;
8720181490866;FLUOCARIL KIDS 0-6 ANS FRAISE75ML;1122.0;184;24;83;195;17;0;98;24;
8720182034380;PAROGENCYL PREV GENC BL 2X75ML;2328.0;133;0;9;16;29;6;18;13;
8720182034410;PAROGENCYL PREV GENC BLANC 75ML;1292.0;186;168;32;62;82;46;58;59;
9809217;ROGE C MYCOLEA  SOIN LAVANT INTIME 200ML;3109.0;89;5;11;17;22;38;16;18;
9876751;TRIO WHITE XP SOIN NUIT   30ML;8245.0;50;0;0;0;5;1;1;2;
9937292;ATODERM GEL DOUCHE 1L;5248.0;321;138;59;119;38;18;72;76;
