codeArticle;libelleArticle;prix;stock;commande;venteMoisM0;venteMoisM1;venteMoisM2;venteMoisM3;venteMoyM3;venteMoyM12;
3359196;VOLTARENE CPR LP 75MG BT20;3044.0;1450;960;147;471;487;671;368;461;
3400956675944;ETOPOSIDE SAN 100MG INJ 5ML;4113.0;0;80;0;0;0;0;0;5;
3443005;COTAREG CPR  80MG/12MG5 BT28;7130.0;193;66;17;18;1;41;12;28;
3569025;TAREG CPR  80MG BT28;5799.0;41;205;12;47;24;50;27;37;
3569060;TAREG CPR 160MG BT28;8370.0;125;20;2;14;28;25;14;19;
3592320;COTAREG CPR 160MG/25MG  BT28;10476.0;145;102;7;42;34;20;27;30;
3912664;AZARGA 10MG/ML +5MG/ML COLLYRE;8462.0;122;450;56;173;157;194;128;160;
8012155;FLOTAC GEL 75MG BT20;3273.0;2582;4200;294;1058;956;1054;769;1198;
8083853;EXFORGE CPR PELL 5/160MG BT28;7544.0;131;178;32;55;54;65;47;65;
8083876;EXFORGE CPR PELL 10/160MG BT28;7544.0;568;792;99;333;274;314;235;265;
8093685;COARTEM CPR DISP 20/120MG BT12;984.0;647;960;175;504;362;428;347;266;
8093716;COARTEM CPR DISP 20/120MG BT6;564.0;755;660;150;118;286;297;184;196;
8305176;CROMAX 2PC COLLYRE FL 10ML;1240.0;2288;648;121;489;595;378;401;520;
8309116;BANEOCIN POM 20G;866.0;10910;56280;4778;12873;17377;13529;11676;9257;
8309122;BANEOCIN PDRE 10G;741.0;2532;2480;466;165;1764;1477;798;834;
8309145;BIODROXIL GELU 500MG BT12;2624.0;114;0;4;28;24;28;18;21;
8309205;EXODERIL CREM 15G;1568.0;167;504;63;148;156;150;122;113;
8309211;EXODERIL SOL FL10ML;1397.0;16;524;4;68;85;100;52;34;
8309234;OSPAMOX CPR 1000MG BT12;1181.0;2646;3000;415;1292;1326;1036;1011;1120;
8309240;OSPAMOX CPR 500MG BT12;656.0;191;720;74;233;219;193;175;163;
8309263;OSPAMOX SUSP 250MG FL60ML;564.0;50;3780;276;549;1296;650;707;531;
8309381;STARPEN CPR 1000MG BT12;1102.0;2660;0;47;147;16;0;70;166;
8338098;CURAM CPR 1000MG BT10;4100.0;1469;1600;220;642;614;465;492;551;
8339778;BINOZYT SUSP BUV 200MG FL15ML;2060.0;26;96;15;30;14;6;19;9;
8340445;OTRIVINE GTT 0PC1 FL10ML;899.0;2232;4800;400;1312;1514;1151;1075;1298;
8343863;FLUCESS GELU 150MG BT1;984.0;911;120;152;517;4;398;224;122;
8354223;BINOZYT CPR 500MG BT3;2624.0;841;0;43;115;92;42;83;37;
8381467;AMLIBON COMPRIME 5MG BT30;1837.0;388;384;86;184;165;189;145;159;
8381473;AMLIBON CPR 10MG BT30;2952.0;206;1152;129;357;267;273;251;237;
8385732;DICLOMAX LP GELU 75MG BT20;1791.0;52;120;8;13;38;32;19;27;
8386045;CURAM PDR INJ 0.5G IV BT1;918.0;404;80;10;5;0;0;5;15;
8386051;CURAM PDR INJ 1G IV BT1;1528.0;180;0;82;333;133;279;182;141;
8390615;AMOXICIL SAN CPR 500MG BT100 SANDOZ;3201.0;131;126;13;18;67;63;32;34;
8402471;GALVUS CPR 50MG BT28;4808.0;463;1300;93;301;262;285;218;259;
8407416;EXFORGE HCT CPR10/160/12MG5 28;10391.0;351;0;33;133;13;124;59;91;
8407422;EXFORGE HCT CPR5/160/25MG BT28;10391.0;2;60;1;12;20;10;11;10;
8407439;EXFORGE HCT CPR5/160/12MG5 B28;10390.0;18;125;4;30;36;25;23;23;
8407445;EXFORGE HCT CPR10/160/25MG B28;10390.0;280;380;58;133;79;165;90;117;
8416059;EXFORGE FCT CPR 5/80MG BT28;7544.0;186;200;31;113;96;91;80;81;
8423705;BIBLOC CPR 10MG BT30;1869.0;161;160;28;64;58;81;50;66;
8424774;CURAM SACH 1000/125MG BT12;1955.0;7759;5500;950;2259;2095;2248;1768;2161;
8435594;BIBLOC CPR 5MG BT30;918.0;544;768;80;336;299;264;238;264;
8487792;GALVUSMET FCT CPR 50/1000MG 30;4808.0;2692;3000;431;1242;1447;1475;1040;1110;
8494668;COARTEM CPR 80/480MG BT6;1253.0;1015;14400;1425;3212;4558;2457;3065;2188;
8518297;CURAM 100 PDR NOUR FL30ML;1220.0;674;2800;178;689;837;545;568;560;
8518305;CURAM 100 PDR ENF FL60ML;2165.0;258;2000;266;679;598;338;514;316;
8596297;CURAM CPR 500/62MG5 BT16;1574.0;761;375;98;340;221;217;219;222;
