fournisseur;etcoda;ean;produit;nb mois stock;stock;cde en cours;moy. ventes;vente mois;M -1;M -2;M -3;M -4;M -5;M -6
PLANETPHARMA EXPORT COTE D'IVO;ABJ;8054194;AMOXICILLINE UBI 125MG PDRE SUSP F/60ML;0,00;17516;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA EXPORT COTE D'IVO;BKE;8054194;AMOXICILLINE UBI 125MG PDRE SUSP F/60ML;1,21;7450;0;6171.0;671;7906;5244;6236;10460;4702;4964
PLANETPHARMA EXPORT COTE D'IVO;DAL;8054194;AMOXICILLINE UBI 125MG PDRE SUSP F/60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA EXPORT COTE D'IVO;GNA;8054194;AMOXICILLINE UBI 125MG PDRE SUSP F/60ML;0,33;2962;0;8860.0;1637;11459;7449;6002;15212;5069;9977
PLANETPHARMA EXPORT COTE D'IVO;MAN;8054194;AMOXICILLINE UBI 125MG PDRE SUSP F/60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA EXPORT COTE D'IVO;VRI;8054194;AMOXICILLINE UBI 125MG PDRE SUSP F/60ML;7,68;814;0;106.0;15;210;77;345;157;57;71
PLANETPHARMA EXPORT COTE D'IVO;YOP;8054194;AMOXICILLINE UBI 125MG PDRE SUSP F/60ML;0,18;1014;0;5751.0;1659;6502;5670;5262;7920;1701;8806
PLANETPHARMA EXPORT COTE D'IVO;ABJ;8054231;AMOXICILLINE UBI 250MG PDRE SUSP F/60ML;405000,00;33750;0;0.0;0;1;0;0;0;0;0
PLANETPHARMA EXPORT COTE D'IVO;BKE;8054231;AMOXICILLINE UBI 250MG PDRE SUSP F/60ML;0,26;1906;0;7249.0;806;9082;6731;6971;14523;1598;4832
PLANETPHARMA EXPORT COTE D'IVO;DAL;8054231;AMOXICILLINE UBI 250MG PDRE SUSP F/60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA EXPORT COTE D'IVO;GNA;8054231;AMOXICILLINE UBI 250MG PDRE SUSP F/60ML;0,15;1408;0;9217.0;1506;12541;8660;6302;15596;2562;8612
PLANETPHARMA EXPORT COTE D'IVO;MAN;8054231;AMOXICILLINE UBI 250MG PDRE SUSP F/60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA EXPORT COTE D'IVO;VRI;8054231;AMOXICILLINE UBI 250MG PDRE SUSP F/60ML;9,97;949;0;95.0;14;114;81;246;143;66;49
PLANETPHARMA EXPORT COTE D'IVO;YOP;8054231;AMOXICILLINE UBI 250MG PDRE SUSP F/60ML;0,77;5015;0;6513.0;1763;8688;6860;6458;9252;1958;5727
PLANETPHARMA EXPORT COTE D'IVO;ABJ;8054024;AMOXICILLINE UBI 500MG GEL 10 BL 12;0,00;500;20000;0.0;0;0;0;0;0;0;0
PLANETPHARMA EXPORT COTE D'IVO;BKE;8054024;AMOXICILLINE UBI 500MG GEL 10 BL 12;0,60;2599;0;4338.0;675;5817;3620;3637;6015;3350;4119
PLANETPHARMA EXPORT COTE D'IVO;DAL;8054024;AMOXICILLINE UBI 500MG GEL 10 BL 12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA EXPORT COTE D'IVO;GNA;8054024;AMOXICILLINE UBI 500MG GEL 10 BL 12;1,10;5074;0;4598.0;496;6142;3785;4586;5450;3657;4430
PLANETPHARMA EXPORT COTE D'IVO;MAN;8054024;AMOXICILLINE UBI 500MG GEL 10 BL 12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA EXPORT COTE D'IVO;VRI;8054024;AMOXICILLINE UBI 500MG GEL 10 BL 12;14,90;1057;0;70.0;21;54;32;216;92;59;62
PLANETPHARMA EXPORT COTE D'IVO;YOP;8054024;AMOXICILLINE UBI 500MG GEL 10 BL 12;1,77;7770;0;4380.0;641;4360;3944;5146;5663;4037;4194
PLANETPHARMA DISTRI UE HORS FR;ABJ;8054461;AMPICILLINE UBI 1G PDRE SOL INJ 7ML B/50;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8054461;AMPICILLINE UBI 1G PDRE SOL INJ 7ML B/50;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DAL;8054461;AMPICILLINE UBI 1G PDRE SOL INJ 7ML B/50;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8054461;AMPICILLINE UBI 1G PDRE SOL INJ 7ML B/50;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;MAN;8054461;AMPICILLINE UBI 1G PDRE SOL INJ 7ML B/50;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8054461;AMPICILLINE UBI 1G PDRE SOL INJ 7ML B/50;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;8054461;AMPICILLINE UBI 1G PDRE SOL INJ 7ML B/50;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;ABJ;8015923;AMPICILLINE UBI 1G PDRE SOL INJ B/1;0,00;9000;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8015923;AMPICILLINE UBI 1G PDRE SOL INJ B/1;2,10;5102;0;2430.0;480;2350;2004;2530;3553;2189;2198
PLANETPHARMA DISTRI UE HORS FR;DAL;8015923;AMPICILLINE UBI 1G PDRE SOL INJ B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8015923;AMPICILLINE UBI 1G PDRE SOL INJ B/1;1,34;6998;0;5226.0;318;8199;4452;3981;6342;4142;5356
PLANETPHARMA DISTRI UE HORS FR;MAN;8015923;AMPICILLINE UBI 1G PDRE SOL INJ B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8015923;AMPICILLINE UBI 1G PDRE SOL INJ B/1;88,86;274;0;3.0;0;0;0;6;4;2;0
PLANETPHARMA DISTRI UE HORS FR;YOP;8015923;AMPICILLINE UBI 1G PDRE SOL INJ B/1;2,55;2768;0;1085.0;104;1215;440;1403;1056;239;2578
PLANETPHARMA DISTRI UE HORS FR;ABJ;8099469;ARTEMETHER UBI 20MG AMP INJ B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8099469;ARTEMETHER UBI 20MG AMP INJ B/10;1,69;82;0;48.0;22;71;47;50;49;64;34
PLANETPHARMA DISTRI UE HORS FR;DAL;8099469;ARTEMETHER UBI 20MG AMP INJ B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8099469;ARTEMETHER UBI 20MG AMP INJ B/10;2,85;217;0;76.0;71;93;75;58;83;105;105
PLANETPHARMA DISTRI UE HORS FR;MAN;8099469;ARTEMETHER UBI 20MG AMP INJ B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8099469;ARTEMETHER UBI 20MG AMP INJ B/10;1,90;13;0;6.0;1;23;4;6;26;-1;7
PLANETPHARMA DISTRI UE HORS FR;YOP;8099469;ARTEMETHER UBI 20MG AMP INJ B/10;2,39;510;0;213.0;44;241;131;192;327;270;202
PLANETPHARMA DISTRI UE HORS FR;ABJ;8099475;ARTEMETHER UBI 40MG IM AMP INJ B/10;0,00;0;1440;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8099475;ARTEMETHER UBI 40MG IM AMP INJ B/10;0,81;59;0;72.0;6;109;92;108;70;83;59
PLANETPHARMA DISTRI UE HORS FR;DAL;8099475;ARTEMETHER UBI 40MG IM AMP INJ B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8099475;ARTEMETHER UBI 40MG IM AMP INJ B/10;2,27;348;0;153.0;19;228;129;154;158;179;188
PLANETPHARMA DISTRI UE HORS FR;MAN;8099475;ARTEMETHER UBI 40MG IM AMP INJ B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8099475;ARTEMETHER UBI 40MG IM AMP INJ B/10;0,00;0;0;11.0;0;26;3;1;21;4;32
PLANETPHARMA DISTRI UE HORS FR;YOP;8099475;ARTEMETHER UBI 40MG IM AMP INJ B/10;1,31;298;0;227.0;69;329;153;282;260;250;166
PLANETPHARMA EXPORT COTE D'IVO;ABJ;8099452;ARTEMETHER UBI 80MG AMP INJ B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA EXPORT COTE D'IVO;BKE;8099452;ARTEMETHER UBI 80MG AMP INJ B/10;2,85;949;0;333.0;57;544;296;474;569;355;258
PLANETPHARMA EXPORT COTE D'IVO;DAL;8099452;ARTEMETHER UBI 80MG AMP INJ B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA EXPORT COTE D'IVO;GNA;8099452;ARTEMETHER UBI 80MG AMP INJ B/10;2,68;1339;0;499.0;78;695;408;543;801;441;713
PLANETPHARMA EXPORT COTE D'IVO;MAN;8099452;ARTEMETHER UBI 80MG AMP INJ B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA EXPORT COTE D'IVO;VRI;8099452;ARTEMETHER UBI 80MG AMP INJ B/10;3,84;119;0;31.0;12;30;29;11;73;7;53
PLANETPHARMA EXPORT COTE D'IVO;YOP;8099452;ARTEMETHER UBI 80MG AMP INJ B/10;3,00;2487;0;830.0;260;841;486;746;2041;1031;1345
PLANETPHARMA DISTRI UE HORS FR;ABJ;3664666000551;BANDE ADHESIV ELAST UBIPLAST 10CMX2,5M/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3664666000551;BANDE ADHESIV ELAST UBIPLAST 10CMX2,5M/1;0,00;0;0;4.0;0;9;3;7;2;17;3
PLANETPHARMA DISTRI UE HORS FR;DAL;3664666000551;BANDE ADHESIV ELAST UBIPLAST 10CMX2,5M/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3664666000551;BANDE ADHESIV ELAST UBIPLAST 10CMX2,5M/1;0,00;0;0;10.0;1;12;0;4;15;10;13
PLANETPHARMA DISTRI UE HORS FR;MAN;3664666000551;BANDE ADHESIV ELAST UBIPLAST 10CMX2,5M/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3664666000551;BANDE ADHESIV ELAST UBIPLAST 10CMX2,5M/1;0,00;0;0;0.0;0;0;0;4;1;2;0
PLANETPHARMA DISTRI UE HORS FR;YOP;3664666000551;BANDE ADHESIV ELAST UBIPLAST 10CMX2,5M/1;0,00;0;0;14.0;12;14;-4;28;18;8;15
PLANETPHARMA DISTRI UE HORS FR;ABJ;3664666000544;BANDE ADHESIVE ELAST UBIPLAST 6CMX2,5M/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3664666000544;BANDE ADHESIVE ELAST UBIPLAST 6CMX2,5M/1;0,00;0;0;5.0;0;4;4;24;13;2;0
PLANETPHARMA DISTRI UE HORS FR;DAL;3664666000544;BANDE ADHESIVE ELAST UBIPLAST 6CMX2,5M/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3664666000544;BANDE ADHESIVE ELAST UBIPLAST 6CMX2,5M/1;0,00;0;0;4.0;0;3;6;4;2;0;6
PLANETPHARMA DISTRI UE HORS FR;MAN;3664666000544;BANDE ADHESIVE ELAST UBIPLAST 6CMX2,5M/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3664666000544;BANDE ADHESIVE ELAST UBIPLAST 6CMX2,5M/1;0,86;3;0;3.0;0;40;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;3664666000544;BANDE ADHESIVE ELAST UBIPLAST 6CMX2,5M/1;2,88;60;0;20.0;24;40;20;19;39;12;18
PLANETPHARMA DISTRI UE HORS FR;ABJ;3664666000537;BANDE ADHESIVE ELAST UBIPLAST 8CMX2,5M/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3664666000537;BANDE ADHESIVE ELAST UBIPLAST 8CMX2,5M/1;0,00;0;0;4.0;0;14;6;7;2;5;11
PLANETPHARMA DISTRI UE HORS FR;DAL;3664666000537;BANDE ADHESIVE ELAST UBIPLAST 8CMX2,5M/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3664666000537;BANDE ADHESIVE ELAST UBIPLAST 8CMX2,5M/1;1,50;15;0;10.0;0;9;5;16;17;11;9
PLANETPHARMA DISTRI UE HORS FR;MAN;3664666000537;BANDE ADHESIVE ELAST UBIPLAST 8CMX2,5M/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3664666000537;BANDE ADHESIVE ELAST UBIPLAST 8CMX2,5M/1;6,00;4;0;0.0;0;0;0;0;5;0;1
PLANETPHARMA DISTRI UE HORS FR;YOP;3664666000537;BANDE ADHESIVE ELAST UBIPLAST 8CMX2,5M/1;2,31;45;0;19.0;24;18;18;16;23;11;17
PLANETPHARMA DISTRI UE HORS FR;ABJ;2265470;BANDE CREP LABELL CELLO 4MX10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2265470;BANDE CREP LABELL CELLO 4MX10;3,27;9512;0;2910.0;280;4295;2409;2680;4510;3320;2578
PLANETPHARMA DISTRI UE HORS FR;DAL;2265470;BANDE CREP LABELL CELLO 4MX10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2265470;BANDE CREP LABELL CELLO 4MX10;2,84;8685;0;3054.0;400;4155;2470;2930;3895;3305;3218
PLANETPHARMA DISTRI UE HORS FR;MAN;2265470;BANDE CREP LABELL CELLO 4MX10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2265470;BANDE CREP LABELL CELLO 4MX10;3,54;384;0;108.0;20;120;109;170;80;110;60
PLANETPHARMA DISTRI UE HORS FR;YOP;2265470;BANDE CREP LABELL CELLO 4MX10;4,15;16853;0;4057.0;918;4520;4549;5438;4421;3414;5406
PLANETPHARMA DISTRI UE HORS FR;ABJ;8204759;BANDE CREP LABELL CELLO 4MX15;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8204759;BANDE CREP LABELL CELLO 4MX15;4,15;6233;0;1502.0;270;1910;1674;1790;2100;1650;1770
PLANETPHARMA DISTRI UE HORS FR;DAL;8204759;BANDE CREP LABELL CELLO 4MX15;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8204759;BANDE CREP LABELL CELLO 4MX15;3,71;4816;0;1299.0;280;1541;1130;1320;1410;1211;1706
PLANETPHARMA DISTRI UE HORS FR;MAN;8204759;BANDE CREP LABELL CELLO 4MX15;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8204759;BANDE CREP LABELL CELLO 4MX15;4,68;282;0;60.0;10;100;70;60;90;60;20
PLANETPHARMA DISTRI UE HORS FR;YOP;8204759;BANDE CREP LABELL CELLO 4MX15;4,28;13442;0;3143.0;570;4294;2656;4992;4040;2958;4345
PLANETPHARMA DISTRI UE HORS FR;ABJ;8204831;BANDE CREP LABELL ETUI 4MX20;0,00;144;1152;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8204831;BANDE CREP LABELL ETUI 4MX20;2,99;349;0;116.0;15;175;175;120;150;85;106
PLANETPHARMA DISTRI UE HORS FR;DAL;8204831;BANDE CREP LABELL ETUI 4MX20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8204831;BANDE CREP LABELL ETUI 4MX20;1,36;96;0;70.0;1;75;95;70;65;75;80
PLANETPHARMA DISTRI UE HORS FR;MAN;8204831;BANDE CREP LABELL ETUI 4MX20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8204831;BANDE CREP LABELL ETUI 4MX20;7,83;75;0;9.0;0;15;5;0;35;5;5
PLANETPHARMA DISTRI UE HORS FR;YOP;8204831;BANDE CREP LABELL ETUI 4MX20;3,26;1095;0;336.0;65;441;406;455;234;571;406
PLANETPHARMA DISTRI UE HORS FR;ABJ;8204720;BANDE CREP.LABELL CELLO 4MX5CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8204720;BANDE CREP.LABELL CELLO 4MX5CM;8,23;8613;0;1046.0;150;1322;945;1230;1580;830;1308
PLANETPHARMA DISTRI UE HORS FR;DAL;8204720;BANDE CREP.LABELL CELLO 4MX5CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8204720;BANDE CREP.LABELL CELLO 4MX5CM;6,28;8876;0;1412.0;200;1910;1270;1647;1599;1560;1511
PLANETPHARMA DISTRI UE HORS FR;MAN;8204720;BANDE CREP.LABELL CELLO 4MX5CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8204720;BANDE CREP.LABELL CELLO 4MX5CM;1,35;80;0;59.0;20;70;80;90;69;50;80
PLANETPHARMA DISTRI UE HORS FR;YOP;8204720;BANDE CREP.LABELL CELLO 4MX5CM;0,22;377;0;1724.0;260;1640;1774;1983;2388;2050;1958
PLANETPHARMA DISTRI UE HORS FR;ABJ;8204736;BANDE CREP.LABELL CELLO 4MX7CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8204736;BANDE CREP.LABELL CELLO 4MX7CM;7,13;8213;0;1151.0;140;1585;990;1012;2005;1290;1232
PLANETPHARMA DISTRI UE HORS FR;DAL;8204736;BANDE CREP.LABELL CELLO 4MX7CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8204736;BANDE CREP.LABELL CELLO 4MX7CM;6,60;16665;0;2524.0;280;2680;2039;2153;3650;2640;2367
PLANETPHARMA DISTRI UE HORS FR;MAN;8204736;BANDE CREP.LABELL CELLO 4MX7CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8204736;BANDE CREP.LABELL CELLO 4MX7CM;1,97;180;0;91.0;20;140;130;130;121;60;100
PLANETPHARMA DISTRI UE HORS FR;YOP;8204736;BANDE CREP.LABELL CELLO 4MX7CM;0,00;0;0;2292.0;130;1837;2426;2572;3227;2822;2511
PLANETPHARMA DISTRI UE HORS FR;ABJ;8204825;BANDE CREPE LABELL ETUI 4MX15;0,00;0;2880;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8204825;BANDE CREPE LABELL ETUI 4MX15;3,02;362;0;119.0;14;101;95;224;92;72;318
PLANETPHARMA DISTRI UE HORS FR;DAL;8204825;BANDE CREPE LABELL ETUI 4MX15;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8204825;BANDE CREPE LABELL ETUI 4MX15;2,18;150;0;68.0;9;103;82;62;64;54;54
PLANETPHARMA DISTRI UE HORS FR;MAN;8204825;BANDE CREPE LABELL ETUI 4MX15;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8204825;BANDE CREPE LABELL ETUI 4MX15;4,61;63;0;13.0;7;2;33;18;16;24;5
PLANETPHARMA DISTRI UE HORS FR;YOP;8204825;BANDE CREPE LABELL ETUI 4MX15;2,95;2434;0;826.0;133;1065;947;737;1023;881;1004
PLANETPHARMA DISTRI UE HORS FR;ABJ;8204794;BANDE CREPE LABELL ETUI 4MX5;0,00;0;2100;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8204794;BANDE CREPE LABELL ETUI 4MX5;0,33;29;0;89.0;2;139;151;66;157;101;105
PLANETPHARMA DISTRI UE HORS FR;DAL;8204794;BANDE CREPE LABELL ETUI 4MX5;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8204794;BANDE CREPE LABELL ETUI 4MX5;1,98;206;0;104.0;1;123;123;29;149;102;161
PLANETPHARMA DISTRI UE HORS FR;MAN;8204794;BANDE CREPE LABELL ETUI 4MX5;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8204794;BANDE CREPE LABELL ETUI 4MX5;0,00;0;0;12.0;6;12;22;8;31;21;15
PLANETPHARMA DISTRI UE HORS FR;YOP;8204794;BANDE CREPE LABELL ETUI 4MX5;2,48;1133;0;456.0;98;649;602;231;900;618;459
PLANETPHARMA DISTRI UE HORS FR;ABJ;8204802;BANDE CREPE LABELL ETUI 4MX7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8204802;BANDE CREPE LABELL ETUI 4MX7;14,22;1349;0;94.0;0;131;116;145;118;144;85
PLANETPHARMA DISTRI UE HORS FR;DAL;8204802;BANDE CREPE LABELL ETUI 4MX7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8204802;BANDE CREPE LABELL ETUI 4MX7;11,09;1411;0;127.0;13;154;117;131;144;58;401
PLANETPHARMA DISTRI UE HORS FR;MAN;8204802;BANDE CREPE LABELL ETUI 4MX7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8204802;BANDE CREPE LABELL ETUI 4MX7;6,69;78;0;11.0;5;2;5;18;27;15;3
PLANETPHARMA DISTRI UE HORS FR;YOP;8204802;BANDE CREPE LABELL ETUI 4MX7;1,02;636;0;624.0;39;647;499;914;1016;654;919
PLANETPHARMA DISTRI UE HORS FR;ABJ;8204819;BANDE CREPE LABELL.ETUI 4MX10;0,00;1560;6000;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8204819;BANDE CREPE LABELL.ETUI 4MX10;2,45;1072;0;437.0;65;432;508;702;177;594;688
PLANETPHARMA DISTRI UE HORS FR;DAL;8204819;BANDE CREPE LABELL.ETUI 4MX10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8204819;BANDE CREPE LABELL.ETUI 4MX10;0,00;0;0;571.0;34;889;592;572;403;540;578
PLANETPHARMA DISTRI UE HORS FR;MAN;8204819;BANDE CREPE LABELL.ETUI 4MX10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8204819;BANDE CREPE LABELL.ETUI 4MX10;2,26;106;0;46.0;22;82;53;41;74;40;55
PLANETPHARMA DISTRI UE HORS FR;YOP;8204819;BANDE CREPE LABELL.ETUI 4MX10;3,06;4148;0;1356.0;151;2169;1222;1517;1630;1398;1362
PLANETPHARMA DISTRI UE HORS FR;ABJ;8204908;BANDE GAZE LABELL 3MX10CM P/10;0,00;144;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8204908;BANDE GAZE LABELL 3MX10CM P/10;8,00;144;0;18.0;0;13;0;12;13;13;18
PLANETPHARMA DISTRI UE HORS FR;DAL;8204908;BANDE GAZE LABELL 3MX10CM P/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8204908;BANDE GAZE LABELL 3MX10CM P/10;3,87;144;0;37.0;0;35;77;29;74;2;5
PLANETPHARMA DISTRI UE HORS FR;MAN;8204908;BANDE GAZE LABELL 3MX10CM P/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8204908;BANDE GAZE LABELL 3MX10CM P/10;0,00;0;0;0.0;0;1;0;0;1;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;8204908;BANDE GAZE LABELL 3MX10CM P/10;9,91;384;0;38.0;0;32;55;88;45;4;35
PLANETPHARMA DISTRI UE HORS FR;ABJ;8204883;BANDE GAZE LABELL 3MX5CM P/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8204883;BANDE GAZE LABELL 3MX5CM P/10;23,24;184;0;7.0;4;6;1;53;7;3;6
PLANETPHARMA DISTRI UE HORS FR;DAL;8204883;BANDE GAZE LABELL 3MX5CM P/10;0,00;0;0;0.0;0;0;0;0;0;0;0
