fournisseur;etcoda;ean;produit;nb mois stock;stock;cde en cours;moy. ventes;vente mois;M -1;M -2;M -3;M -4;M -5;M -6
PLANETPHARMA DISTRI UE HORS FR;BNK;635339;CANNE DE MARCHE PLIANTE ALU /1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;2000000635322;CANNE DE MARCHE REGLABLE ALU /1;8,89;100;0;11.0;3;14;6;9;20;23;12
PLANETPHARMA DISTRI UE HORS FR;BNK;2000000635322;CANNE DE MARCHE REGLABLE ALU /1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;3000000635308;CANNES ANGLAISES LABELL ADULTE PAIRE/1;8,28;67;200;32.0;20;54;27;19;29;15;28
PLANETPHARMA DISTRI UE HORS FR;BNK;3000000635308;CANNES ANGLAISES LABELL ADULTE PAIRE/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;3000000411711;CATHETER SAFETY UBI ONE IV 20G ROSE/1;7,74;1824;0;235.0;15;665;60;74;24;323;549
PLANETPHARMA DISTRI UE HORS FR;BNK;3000000411711;CATHETER SAFETY UBI ONE IV 20G ROSE/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;3000000411704;CATHETER SAFETY UBI ONE IV 22G BLEU/1;6,88;4525;4500;1312.0;298;1524;2286;1171;1062;443;1006
PLANETPHARMA DISTRI UE HORS FR;BNK;3000000411704;CATHETER SAFETY UBI ONE IV 22G BLEU/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;3000000411698;CATHETER SAFETY UBI ONE IV 24G JAUNE/1;8,15;5958;5000;1344.0;1372;1711;2359;748;2068;821;426
PLANETPHARMA DISTRI UE HORS FR;BNK;3000000411698;CATHETER SAFETY UBI ONE IV 24G JAUNE/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8276517;CATHETER UBI ONE IV 16G 45MM GRIS/1;9,17;1135;400;167.0;9;209;231;164;181;162;211
PLANETPHARMA DISTRI UE HORS FR;BNK;8276517;CATHETER UBI ONE IV 16G 45MM GRIS/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8276523;CATHETER UBI ONE IV 18G 45MM VERT/1;7,85;1469;0;187.0;63;253;209;186;73;279;124
PLANETPHARMA DISTRI UE HORS FR;BNK;8276523;CATHETER UBI ONE IV 18G 45MM VERT/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8276546;CATHETER UBI ONE IV 20G 32MM ROSE/1;7,24;2236;2000;584.0;145;677;902;654;716;496;236
PLANETPHARMA DISTRI UE HORS FR;BNK;8276546;CATHETER UBI ONE IV 20G 32MM ROSE/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8276552;CATHETER UBI ONE IV 22G 25MM BLEU/1;10,17;6822;9000;1555.0;1956;2519;3325;1070;1548;633;1460
PLANETPHARMA DISTRI UE HORS FR;BNK;8276552;CATHETER UBI ONE IV 22G 25MM BLEU/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8276569;CATHETER UBI ONE IV 24G 19MM JAUNE/1;9,28;11032;10000;2265.0;1921;4829;3603;1680;1805;1357;2055
PLANETPHARMA DISTRI UE HORS FR;BNK;8276569;CATHETER UBI ONE IV 24G 19MM JAUNE/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8031402;CEFTRIAXONE LDP 1G PDRE INJ + SOLV B/1;0,00;0;0;20.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BNK;8031402;CEFTRIAXONE LDP 1G PDRE INJ + SOLV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8043210;CHROME COMPLEX BIOFAR CPR EFFV T/20;8,32;356;456;97.0;86;139;71;100;130;90;96
PLANETPHARMA DISTRI UE HORS FR;BNK;8043210;CHROME COMPLEX BIOFAR CPR EFFV T/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8054515;CIPROFLOXACINE UBI 100MG SOL INJ F/50ML;6,89;3556;5600;1329.0;430;1561;1622;1024;1286;1334;855
PLANETPHARMA DISTRI UE HORS FR;BNK;8054515;CIPROFLOXACINE UBI 100MG SOL INJ F/50ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8054171;CIPROFLOXACINE UBI 750MG CPR 10 BL 10;7,10;253;320;80.0;40;92;100;83;61;71;51
PLANETPHARMA DISTRI UE HORS FR;BNK;8054171;CIPROFLOXACINE UBI 750MG CPR 10 BL 10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;3000000460764;CLOTRIMAZOLE UBI 1% CR T/20G B/12;14,31;94;972;74.0;71;176;124;74;100;50;70
PLANETPHARMA DISTRI UE HORS FR;BNK;3000000460764;CLOTRIMAZOLE UBI 1% CR T/20G B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;3000000889237;CLOTRIMAZOLE UBI 200MG CPR VAG/10 BT/3;99,35;712;0;7.0;1;14;38;8;26;0;0
PLANETPHARMA DISTRI UE HORS FR;BNK;3000000889237;CLOTRIMAZOLE UBI 200MG CPR VAG/10 BT/3;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;3000000344781;COLLEC URINE LABELL 2L SACH/5;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BNK;3000000344781;COLLEC URINE LABELL 2L SACH/5;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8255768;COLLECTEUR URINE LABELL 2L SACH/1;6,99;1051;8000;1294.0;1442;1784;1452;1568;1555;1069;1188
PLANETPHARMA DISTRI UE HORS FR;BNK;8255768;COLLECTEUR URINE LABELL 2L SACH/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8043173;COMPLEX VIT B BIOFAR CPR EFFV T/20;5,84;762;1200;335.0;287;261;386;411;438;396;446
PLANETPHARMA DISTRI UE HORS FR;BNK;8043173;COMPLEX VIT B BIOFAR CPR EFFV T/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;3664666748583;COMPRES NON-TISSE STER LABELL 10X10/20;10,46;302;120;40.0;15;42;85;7;80;84;6
PLANETPHARMA DISTRI UE HORS FR;BNK;3664666748583;COMPRES NON-TISSE STER LABELL 10X10/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;3664666748781;COMPRES NON-TISSE STER LABELL 5X5/20;8,46;74;0;8.0;1;10;1;5;7;9;3
PLANETPHARMA DISTRI UE HORS FR;BNK;3664666748781;COMPRES NON-TISSE STER LABELL 5X5/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;3664666748873;COMPRES NON-TISSE STER LABELL 7,5X7,5/20;6,54;109;0;16.0;0;29;1;21;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BNK;3664666748873;COMPRES NON-TISSE STER LABELL 7,5X7,5/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8256673;COMPRESS PUR LABELL 20X20 P100;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BNK;8256673;COMPRESS PUR LABELL 20X20 P100;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8256667;COMPRESS PUR LABELL 20X20 PQ10;10,95;593;0;54.0;0;40;37;32;42;23;123
PLANETPHARMA DISTRI UE HORS FR;BNK;8256667;COMPRESS PUR LABELL 20X20 PQ10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8212026;COMPRESS PUR LABELL 30X30 P100;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BNK;8212026;COMPRESS PUR LABELL 30X30 P100;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8211966;COMPRESS PUR LABELL 30X30 PQ10;15,46;438;0;28.0;14;32;36;34;8;58;27
PLANETPHARMA DISTRI UE HORS FR;BNK;8211966;COMPRESS PUR LABELL 30X30 PQ10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8212032;COMPRESS PUR LABELL 40X40 P100;21,82;120;0;5.0;4;6;18;2;6;3;0
PLANETPHARMA DISTRI UE HORS FR;BNK;8212032;COMPRESS PUR LABELL 40X40 P100;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8211972;COMPRESS PUR LABELL 40X40 PQ10;6,17;629;960;257.0;146;243;259;496;283;278;284
PLANETPHARMA DISTRI UE HORS FR;BNK;8211972;COMPRESS PUR LABELL 40X40 PQ10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8211989;COMPRESS STER.LABELL 20X20/10;8,00;613;0;76.0;40;100;79;84;136;84;61
PLANETPHARMA DISTRI UE HORS FR;BNK;8211989;COMPRESS STER.LABELL 20X20/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8211995;COMPRESS STER.LABELL 30X30/10;8,26;905;300;145.0;58;192;147;184;120;226;142
PLANETPHARMA DISTRI UE HORS FR;BNK;8211995;COMPRESS STER.LABELL 30X30/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8212003;COMPRESS STER.LABELL 40X40/10;6,95;19760;18120;5451.0;2686;5311;6833;6582;6363;4940;6860
PLANETPHARMA DISTRI UE HORS FR;BNK;8212003;COMPRESS STER.LABELL 40X40/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKO;8270839;COTON BOULE COULEUR LABELL/100;0,00;0;0;0.0;0;0;0;0;0;0;0
