Code CIP;Code CIP 13;Libellé produit;Stock Total;Vente zone1;Vente zone2;Vente zone3;Vente zone4;Vente zone5;Vente zone6;Vente zone 7;Vente Mois en cours;Vente Moyenne 3 mois;Vente Moyenne 12 Mois
"8102444";"9100000768051";"BACTOCLAV 1000MG CP PEL B/12";"7787";"0";"341";"2632";"342";"117";"0";"0";"1175";"2683";"2300"
"1718371";"9100001718371";"BACTOCLAV 250/62,5 FL/100ML";"521";"0";"25";"99";"6";"2";"0";"0";"348";"0";"0"
"2268563";"9100000343631";"CELEBID 100MG GELU B/20";"3619";"0";"171";"970";"232";"164";"0";"0";"619";"1362";"1230"
"8130854";"9100000889271";"CELEBID 200MG GELU B/30";"2454";"0";"220";"907";"265";"96";"0";"0";"767";"1296";"1283"
"920181";"9100000920181";"DIAPRIDE+ 1MG/500MG CP/30";"148";"0";"1";"41";"0";"0";"0";"0";"25";"52";"39"
"2253538";"9100000689311";"DIAPRIDE 2MG CP B/30";"833";"0";"17";"109";"22";"2";"0";"0";"80";"233";"189"
"2253633";"9100000689321";"DIAPRIDE 4MG CP B/30";"119";"0";"5";"12";"0";"0";"0";"0";"10";"0";"0"
"8168934";"9100000920141";"DOLOWIN SR 200MG CP B/30";"1758";"0";"49";"331";"33";"9";"0";"0";"243";"408";"576"
"8174917";"9100000920201";"DOLOWIN 100MG CP B/30";"2587";"0";"0";"617";"45";"5";"0";"0";"38";"669";"461"
"2290568";"9100000742581";"FEROX CAPS B/30";"1169";"0";"184";"263";"54";"31";"0";"0";"267";"517";"541"
"2291792";"9100000439181";"FEROX SP F/200ML";"1365";"0";"182";"171";"23";"12";"0";"0";"215";"419";"416"
"8146973";"4035459259729";"GRAMOCEF O 100MG FL/100ML";"863";"0";"13";"297";"0";"5";"0";"0";"57";"0";"0"
"8108317";"9100000779881";"GRAMOCEF O 200MG GELU B/10";"661";"0";"95";"534";"3";"2";"0";"0";"346";"522";"378"
"8109191";"9100000830731";"GRAMOCEF O 50 DS F/100ML";"453";"0";"0";"144";"12";"1";"0";"0";"90";"162";"121"
"2268729";"9100000251881";"IREX 12 GELU B/30";"1219";"0";"18";"177";"46";"10";"0";"0";"179";"249";"227"
"2269189";"9100000251891";"IREX 12 SP F/200ML";"1754";"0";"1";"1";"0";"6";"0";"0";"127";"187";"349"
"2259831";"9100000689361";"LEVOBACT 500MG CP B/5";"78";"0";"14";"199";"3";"15";"0";"0";"17";"188";"172"
"2259848";"9100000689351";"LEVOBACT 750MG CP B/10";"746";"0";"26";"365";"14";"29";"0";"0";"155";"364";"355"
"2268741";"9100000264611";"LORINOL 10MG CP B/10";"310";"0";"5";"102";"7";"0";"0";"0";"68";"94";"83"
"1005371";"9100001005371";"MELANOV MR 60MG CP B/30";"616";"0";"33";"160";"7";"2";"0";"0";"102";"0";"0"
"8147553";"9100001005361";"NEBILONG AM CP B/30";"679";"0";"23";"190";"20";"1";"0";"0";"109";"220";"244"
"8147547";"9100001005351";"NEBILONG 5MG CP B/30";"765";"0";"18";"211";"15";"10";"0";"0";"134";"256";"257"
"2290226";"9100000742601";"NUGREL 75MG CP B/30";"185";"0";"7";"87";"1";"2";"0";"0";"44";"107";"106"
"2275899";"9100000298231";"OMICAP CP B/14";"604";"0";"7";"38";"12";"0";"0";"0";"36";"66";"92"
"2290309";"9100000742591";"OMICAP 20MG CAPS B/28";"787";"0";"37";"142";"17";"1";"0";"0";"94";"209";"208"
"2260142";"9100000689331";"PANTOTAB 40MG CP B/30";"3281";"0";"219";"786";"137";"105";"0";"0";"546";"1049";"999"
"2297553";"9100000445691";"PHYTORAL SHP 2% 100ML";"4731";"0";"173";"1093";"173";"117";"0";"0";"1033";"1515";"1330"
"2263732";"9100000059721";"PHYTORAL 2% POM T/15G";"2310";"0";"36";"420";"41";"52";"0";"0";"290";"726";"455"
