fournisseur;etcoda;ean;produit;nb mois stock;stock;cde en cours;moy. ventes;vente mois;M -1;M -2;M -3;M -4;M -5;M -6
PLANETPHARMA DISTRI UE HORS FR;MAN;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;11,12;1249;0;112.0;8;139;93;137;137;52;78
PLANETPHARMA DISTRI UE HORS FR;YOP;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;11,07;44675;0;4036.0;584;3744;2365;3311;4618;3140;2846
PIEX;ABJ;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;BKE;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;DAL;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;GNA;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;MAN;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;VRI;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;YOP;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;ABJ;3000000153215;BIBLOC 5MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3000000153215;BIBLOC 5MG CPR PELL B/30;1,69;351;0;208.0;19;248;221;186;213;143;241
PLANETPHARMA DISTRI UE HORS FR;DAL;3000000153215;BIBLOC 5MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3000000153215;BIBLOC 5MG CPR PELL B/30;6,28;321;0;51.0;8;76;60;51;50;43;47
PLANETPHARMA DISTRI UE HORS FR;MAN;3000000153215;BIBLOC 5MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3000000153215;BIBLOC 5MG CPR PELL B/30;6,56;82;0;12.0;0;23;6;20;7;4;10
PLANETPHARMA DISTRI UE HORS FR;YOP;3000000153215;BIBLOC 5MG CPR PELL B/30;2,40;1211;0;505.0;56;521;425;401;438;427;543
PLANETPHARMA DISTRI UE HORS FR;ABJ;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,00;0;46;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;3,69;16;0;4.0;2;6;7;1;12;0;8
PLANETPHARMA DISTRI UE HORS FR;DAL;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,00;0;0;3.0;1;3;1;1;1;1;10
PLANETPHARMA DISTRI UE HORS FR;MAN;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,33;1;0;3.0;0;-1;13;1;0;2;0
PLANETPHARMA DISTRI UE HORS FR;YOP;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;4,28;2;280;65.0;-1;98;36;43;29;54;50
PLANETPHARMA DISTRI UE HORS FR;ABJ;2270011;BINOZYT 500MG CPR B/3;0,00;0;432;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2270011;BINOZYT 500MG CPR B/3;24,89;56;0;2.0;5;10;8;0;4;3;2
PLANETPHARMA DISTRI UE HORS FR;DAL;2270011;BINOZYT 500MG CPR B/3;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2270011;BINOZYT 500MG CPR B/3;6,86;16;0;2.0;0;8;6;8;1;2;3
PLANETPHARMA DISTRI UE HORS FR;MAN;2270011;BINOZYT 500MG CPR B/3;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2270011;BINOZYT 500MG CPR B/3;16,42;26;0;1.0;3;2;4;1;11;0;1
PLANETPHARMA DISTRI UE HORS FR;YOP;2270011;BINOZYT 500MG CPR B/3;7,79;365;0;46.0;11;99;161;110;110;42;26
PLANETPHARMA DISTRI UE HORS FR;ABJ;2025317;BIODROXIL 500MG GEL B/12;0,00;7;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2025317;BIODROXIL 500MG GEL B/12;6,04;83;0;13.0;2;15;20;5;15;12;17
PLANETPHARMA DISTRI UE HORS FR;DAL;2025317;BIODROXIL 500MG GEL B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2025317;BIODROXIL 500MG GEL B/12;2,29;67;0;29.0;1;36;25;31;29;31;20
PLANETPHARMA DISTRI UE HORS FR;MAN;2025317;BIODROXIL 500MG GEL B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2025317;BIODROXIL 500MG GEL B/12;3,79;6;0;1.0;0;1;3;2;0;2;0
PLANETPHARMA DISTRI UE HORS FR;YOP;2025317;BIODROXIL 500MG GEL B/12;3,22;265;0;82.0;25;72;57;84;102;72;73
PLANETPHARMA DISTRI UE HORS FR;ABJ;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DAL;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;MAN;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;120;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;ABJ;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DAL;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;MAN;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;ABJ;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;1.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DAL;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;1.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;MAN;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;18.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;ABJ;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,00;0;3440;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,00;0;0;311.0;8;470;81;345;301;51;879
PLANETPHARMA DISTRI UE HORS FR;DAL;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,29;196;0;667.0;142;1236;157;754;743;243;641
PLANETPHARMA DISTRI UE HORS FR;MAN;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,00;0;0;48.0;5;84;16;46;13;16;46
PLANETPHARMA DISTRI UE HORS FR;YOP;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;4,79;2;9040;1889.0;271;2837;436;1527;1192;389;3656
PLANETPHARMA DISTRI UE HORS FR;ABJ;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;5,07;3120;0;614.0;135;598;444;741;835;717;831
PLANETPHARMA DISTRI UE HORS FR;DAL;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;4,81;7451;0;1548.0;232;1832;1012;1654;2324;1575;1606
PLANETPHARMA DISTRI UE HORS FR;MAN;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;7,23;329;0;45.0;19;27;3;62;58;62;77
PLANETPHARMA DISTRI UE HORS FR;YOP;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;3,62;7227;0;1998.0;286;2031;1098;1865;2444;2585;2680
PLANETPHARMA DISTRI UE HORS FR;ABJ;8031187;CURAM 1000MG CPR B/10;0,00;0;4600;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8031187;CURAM 1000MG CPR B/10;0,81;301;0;371.0;95;598;240;312;576;520;315
PLANETPHARMA DISTRI UE HORS FR;DAL;8031187;CURAM 1000MG CPR B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8031187;CURAM 1000MG CPR B/10;2,57;1980;0;770.0;85;990;524;746;1030;668;649
PLANETPHARMA DISTRI UE HORS FR;MAN;8031187;CURAM 1000MG CPR B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8031187;CURAM 1000MG CPR B/10;1,39;252;0;180.0;52;258;91;173;161;217;189
PLANETPHARMA DISTRI UE HORS FR;YOP;8031187;CURAM 1000MG CPR B/10;3,68;10968;0;2984.0;593;3154;1236;3235;4250;2876;3131
PLANETPHARMA DISTRI UE HORS FR;ABJ;8073027;CURAM 1000MG/125MG SACH B/12;0,00;0;1100;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8073027;CURAM 1000MG/125MG SACH B/12;2,40;366;0;152.0;37;198;187;112;236;140;101
PLANETPHARMA DISTRI UE HORS FR;DAL;8073027;CURAM 1000MG/125MG SACH B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8073027;CURAM 1000MG/125MG SACH B/12;2,16;552;0;255.0;27;295;234;244;322;234;246
PLANETPHARMA DISTRI UE HORS FR;MAN;8073027;CURAM 1000MG/125MG SACH B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8073027;CURAM 1000MG/125MG SACH B/12;0,36;18;0;50.0;8;75;32;19;52;35;78
PLANETPHARMA DISTRI UE HORS FR;YOP;8073027;CURAM 1000MG/125MG SACH B/12;1,00;817;0;818.0;173;927;636;681;867;861;912
PLANETPHARMA DISTRI UE HORS FR;ABJ;8091634;CURAM 1G/200MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8091634;CURAM 1G/200MG AMP INJ IV B/1;4,56;921;0;201.0;295;531;215;247;204;190;191
PLANETPHARMA DISTRI UE HORS FR;DAL;8091634;CURAM 1G/200MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8091634;CURAM 1G/200MG AMP INJ IV B/1;9,48;3184;0;335.0;42;200;175;335;626;263;359
PLANETPHARMA DISTRI UE HORS FR;MAN;8091634;CURAM 1G/200MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8091634;CURAM 1G/200MG AMP INJ IV B/1;7,01;509;0;72.0;10;87;25;6;70;32;397
PLANETPHARMA DISTRI UE HORS FR;YOP;8091634;CURAM 1G/200MG AMP INJ IV B/1;6,74;7139;0;1059.0;350;1073;487;1179;2475;981;1221
PLANETPHARMA DISTRI UE HORS FR;ABJ;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;1680;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;17.0;0;0;0;0;0;0;29
PLANETPHARMA DISTRI UE HORS FR;DAL;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;77.0;0;135;0;0;0;1;8
PLANETPHARMA DISTRI UE HORS FR;MAN;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;3.0;0;5;0;0;0;0;8
PLANETPHARMA DISTRI UE HORS FR;YOP;8091605;CURAM 500MG/100MG AMP INJ IV B/1;2,81;0;840;298.0;0;70;0;0;0;1;310
PLANETPHARMA DISTRI UE HORS FR;ABJ;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;3,60;1435;0;398.0;75;689;401;352;525;371;313
PLANETPHARMA DISTRI UE HORS FR;DAL;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;3,51;2025;0;576.0;131;797;531;628;666;508;532
PLANETPHARMA DISTRI UE HORS FR;MAN;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;1,83;67;0;36.0;8;38;33;63;49;51;42
PLANETPHARMA DISTRI UE HORS FR;YOP;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;3,57;1022;2500;986.0;216;1271;759;981;1360;923;881
PLANETPHARMA DISTRI UE HORS FR;ABJ;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;5.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DAL;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;MAN;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;11.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;ABJ;2016206;EXODERIL CR T/15G;0,00;0;1008;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2016206;EXODERIL CR T/15G;3,03;185;0;61.0;17;87;76;66;84;61;52
PLANETPHARMA DISTRI UE HORS FR;DAL;2016206;EXODERIL CR T/15G;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2016206;EXODERIL CR T/15G;1,62;157;0;97.0;7;141;86;93;83;76;96
PLANETPHARMA DISTRI UE HORS FR;MAN;2016206;EXODERIL CR T/15G;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2016206;EXODERIL CR T/15G;6,84;45;0;6.0;3;6;3;9;7;4;10
PLANETPHARMA DISTRI UE HORS FR;YOP;2016206;EXODERIL CR T/15G;1,94;440;0;226.0;28;252;246;243;269;212;231
PLANETPHARMA DISTRI UE HORS FR;ABJ;2018352;EXODERIL SOLUTION F/10ML;0,00;0;401;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2018352;EXODERIL SOLUTION F/10ML;2,74;261;0;95.0;18;138;86;119;99;115;192
PLANETPHARMA DISTRI UE HORS FR;DAL;2018352;EXODERIL SOLUTION F/10ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2018352;EXODERIL SOLUTION F/10ML;1,94;77;0;39.0;13;58;49;43;42;78;54
PLANETPHARMA DISTRI UE HORS FR;MAN;2018352;EXODERIL SOLUTION F/10ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2018352;EXODERIL SOLUTION F/10ML;16,50;55;0;3.0;2;8;7;9;3;5;1
PLANETPHARMA DISTRI UE HORS FR;YOP;2018352;EXODERIL SOLUTION F/10ML;8,21;935;768;207.0;55;328;298;324;347;397;219
PLANETPHARMA DISTRI UE HORS FR;ABJ;3990000010710;FLUCESS 150MG CPR B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3990000010710;FLUCESS 150MG CPR B/1;11,79;280;0;23.0;0;15;44;23;6;26;31
PLANETPHARMA DISTRI UE HORS FR;DAL;3990000010710;FLUCESS 150MG CPR B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3990000010710;FLUCESS 150MG CPR B/1;13,32;252;0;18.0;5;16;19;19;12;6;29
PLANETPHARMA DISTRI UE HORS FR;MAN;3990000010710;FLUCESS 150MG CPR B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3990000010710;FLUCESS 150MG CPR B/1;0,00;0;0;12.0;0;7;6;7;6;13;7
PLANETPHARMA DISTRI UE HORS FR;YOP;3990000010710;FLUCESS 150MG CPR B/1;0,00;0;0;191.0;52;52;55;119;32;54;247
PLANETPHARMA DISTRI UE HORS FR;ABJ;3990000010727;FLUCESS 50MG CPR B/7;0,00;0;70;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3990000010727;FLUCESS 50MG CPR B/7;52,24;74;0;1.0;0;2;0;0;1;0;1
PLANETPHARMA DISTRI UE HORS FR;DAL;3990000010727;FLUCESS 50MG CPR B/7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3990000010727;FLUCESS 50MG CPR B/7;15,50;31;0;2.0;0;1;2;5;3;0;2
PLANETPHARMA DISTRI UE HORS FR;MAN;3990000010727;FLUCESS 50MG CPR B/7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3990000010727;FLUCESS 50MG CPR B/7;9,82;9;0;0.0;0;0;1;1;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;3990000010727;FLUCESS 50MG CPR B/7;0,00;0;0;27.0;2;8;23;48;35;22;37
PLANETPHARMA DISTRI UE HORS FR;ABJ;2299026;OSPAMOX 1000MG CPR DISP B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2299026;OSPAMOX 1000MG CPR DISP B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
