fournisseur;etcoda;ean;produit;nb mois stock;stock;cde en cours;moy. ventes;vente mois;M -1;M -2;M -3;M -4;M -5;M -6
PLANETPHARMA DISTRI UE HORS FR;MAN;2016778;BANEOCIN POMMADE DERMIQUE T/20G;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2016778;BANEOCIN POMMADE DERMIQUE T/20G;5,66;1265;0;223.0;48;357;131;326;281;163;267
PLANETPHARMA DISTRI UE HORS FR;YOP;2016778;BANEOCIN POMMADE DERMIQUE T/20G;3,30;27516;0;8332.0;4177;9023;5664;8438;13715;8524;9748
PLANETPHARMA DISTRI UE HORS FR;ABJ;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;19,19;19660;0;1024.0;533;1295;715;659;1135;624;414
PLANETPHARMA DISTRI UE HORS FR;DAL;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;5,71;9461;0;1656.0;848;2407;1348;1282;1653;1192;1278
PLANETPHARMA DISTRI UE HORS FR;MAN;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;10,10;1135;0;112.0;18;139;93;137;137;52;78
PLANETPHARMA DISTRI UE HORS FR;YOP;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;10,84;43751;0;4036.0;1706;3744;2365;3311;4618;3140;2846
PIEX;ABJ;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;BKE;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;DAL;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;GNA;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;MAN;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;VRI;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;YOP;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;ABJ;3000000153215;BIBLOC 5MG CPR PELL B/30;0,00;0;2048;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3000000153215;BIBLOC 5MG CPR PELL B/30;1,12;233;0;208.0;121;248;221;186;213;143;241
PLANETPHARMA DISTRI UE HORS FR;DAL;3000000153215;BIBLOC 5MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3000000153215;BIBLOC 5MG CPR PELL B/30;6,05;309;0;51.0;20;76;60;51;50;43;47
PLANETPHARMA DISTRI UE HORS FR;MAN;3000000153215;BIBLOC 5MG CPR PELL B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3000000153215;BIBLOC 5MG CPR PELL B/30;4,72;59;0;12.0;3;23;6;20;7;4;10
PLANETPHARMA DISTRI UE HORS FR;YOP;3000000153215;BIBLOC 5MG CPR PELL B/30;2,20;1110;0;505.0;193;521;425;401;438;427;543
PLANETPHARMA DISTRI UE HORS FR;ABJ;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,00;0;46;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,46;2;0;4.0;0;6;7;1;12;0;8
PLANETPHARMA DISTRI UE HORS FR;DAL;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,00;0;0;3.0;0;3;1;1;1;1;10
PLANETPHARMA DISTRI UE HORS FR;MAN;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,33;1;0;3.0;0;-1;13;1;0;2;0
PLANETPHARMA DISTRI UE HORS FR;YOP;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;6,38;0;420;65.0;-1;98;36;43;29;54;50
PLANETPHARMA DISTRI UE HORS FR;ABJ;2270011;BINOZYT 500MG CPR B/3;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2270011;BINOZYT 500MG CPR B/3;35,56;80;0;2.0;13;10;8;0;4;3;2
PLANETPHARMA DISTRI UE HORS FR;DAL;2270011;BINOZYT 500MG CPR B/3;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2270011;BINOZYT 500MG CPR B/3;21,00;49;0;2.0;4;8;6;8;1;2;3
PLANETPHARMA DISTRI UE HORS FR;MAN;2270011;BINOZYT 500MG CPR B/3;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2270011;BINOZYT 500MG CPR B/3;9,47;15;0;1.0;11;2;4;1;11;0;1
PLANETPHARMA DISTRI UE HORS FR;YOP;2270011;BINOZYT 500MG CPR B/3;13,96;654;0;46.0;88;99;161;110;110;42;26
PLANETPHARMA DISTRI UE HORS FR;ABJ;2025317;BIODROXIL 500MG GEL B/12;0,00;0;245;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2025317;BIODROXIL 500MG GEL B/12;5,67;78;0;13.0;7;15;20;5;15;12;17
PLANETPHARMA DISTRI UE HORS FR;DAL;2025317;BIODROXIL 500MG GEL B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2025317;BIODROXIL 500MG GEL B/12;2,05;60;0;29.0;8;36;25;31;29;31;20
PLANETPHARMA DISTRI UE HORS FR;MAN;2025317;BIODROXIL 500MG GEL B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2025317;BIODROXIL 500MG GEL B/12;114,32;181;0;1.0;0;1;3;2;0;2;0
PLANETPHARMA DISTRI UE HORS FR;YOP;2025317;BIODROXIL 500MG GEL B/12;0,28;23;0;82.0;92;72;57;84;102;72;73
PLANETPHARMA DISTRI UE HORS FR;ABJ;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DAL;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;MAN;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;120;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;ABJ;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DAL;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;MAN;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;3990000010611;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;ABJ;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;1.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DAL;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;1.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;MAN;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;3990000010604;COLESTOP 20MG CPR B/30;0,00;0;0;18.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;ABJ;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,00;0;9440;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,00;0;0;311.0;11;470;81;345;301;51;879
PLANETPHARMA DISTRI UE HORS FR;DAL;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,03;21;0;667.0;245;1236;157;754;743;243;641
PLANETPHARMA DISTRI UE HORS FR;MAN;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,00;0;0;48.0;5;84;16;46;13;16;46
PLANETPHARMA DISTRI UE HORS FR;YOP;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;4,79;3;9040;1889.0;343;2837;436;1527;1192;389;3656
PLANETPHARMA DISTRI UE HORS FR;ABJ;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;4,22;2596;0;614.0;503;598;444;741;835;717;831
PLANETPHARMA DISTRI UE HORS FR;DAL;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;4,18;6475;0;1548.0;1210;1832;1012;1654;2324;1575;1606
PLANETPHARMA DISTRI UE HORS FR;MAN;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;4,68;213;0;45.0;21;27;3;62;58;62;77
PLANETPHARMA DISTRI UE HORS FR;YOP;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;3,37;6739;0;1998.0;1043;2031;1098;1865;2444;2585;2680
PLANETPHARMA DISTRI UE HORS FR;ABJ;8031187;CURAM 1000MG CPR B/10;0,00;0;4600;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8031187;CURAM 1000MG CPR B/10;3,01;1116;0;371.0;238;598;240;312;576;520;315
PLANETPHARMA DISTRI UE HORS FR;DAL;8031187;CURAM 1000MG CPR B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8031187;CURAM 1000MG CPR B/10;3,00;2314;0;770.0;551;990;524;746;1030;668;649
PLANETPHARMA DISTRI UE HORS FR;MAN;8031187;CURAM 1000MG CPR B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8031187;CURAM 1000MG CPR B/10;4,00;723;0;180.0;63;258;91;173;161;217;189
PLANETPHARMA DISTRI UE HORS FR;YOP;8031187;CURAM 1000MG CPR B/10;2,60;7763;0;2984.0;1558;3154;1236;3235;4250;2876;3131
PLANETPHARMA DISTRI UE HORS FR;ABJ;8073027;CURAM 1000MG/125MG SACH B/12;0,00;0;1100;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8073027;CURAM 1000MG/125MG SACH B/12;1,82;278;0;152.0;112;198;187;112;236;140;101
PLANETPHARMA DISTRI UE HORS FR;DAL;8073027;CURAM 1000MG/125MG SACH B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8073027;CURAM 1000MG/125MG SACH B/12;1,50;384;0;255.0;145;295;234;244;322;234;246
PLANETPHARMA DISTRI UE HORS FR;MAN;8073027;CURAM 1000MG/125MG SACH B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8073027;CURAM 1000MG/125MG SACH B/12;0,59;30;0;50.0;20;75;32;19;52;35;78
PLANETPHARMA DISTRI UE HORS FR;YOP;8073027;CURAM 1000MG/125MG SACH B/12;4,95;529;3520;818.0;500;927;636;681;867;861;912
PLANETPHARMA DISTRI UE HORS FR;ABJ;8091634;CURAM 1G/200MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8091634;CURAM 1G/200MG AMP INJ IV B/1;7,82;1578;0;201.0;468;531;215;247;204;190;191
PLANETPHARMA DISTRI UE HORS FR;DAL;8091634;CURAM 1G/200MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8091634;CURAM 1G/200MG AMP INJ IV B/1;8,73;2934;0;335.0;292;200;175;335;626;263;359
PLANETPHARMA DISTRI UE HORS FR;MAN;8091634;CURAM 1G/200MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8091634;CURAM 1G/200MG AMP INJ IV B/1;5,29;384;0;72.0;36;87;25;6;70;32;397
PLANETPHARMA DISTRI UE HORS FR;YOP;8091634;CURAM 1G/200MG AMP INJ IV B/1;5,52;5854;0;1059.0;904;1073;487;1179;2475;981;1221
PLANETPHARMA DISTRI UE HORS FR;ABJ;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;1680;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;17.0;0;0;0;0;0;0;29
PLANETPHARMA DISTRI UE HORS FR;DAL;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;77.0;0;135;0;0;0;1;8
PLANETPHARMA DISTRI UE HORS FR;MAN;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;3.0;0;5;0;0;0;0;8
PLANETPHARMA DISTRI UE HORS FR;YOP;8091605;CURAM 500MG/100MG AMP INJ IV B/1;2,81;0;840;298.0;0;70;0;0;0;1;310
PLANETPHARMA DISTRI UE HORS FR;ABJ;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;36000,00;0;3000;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;2,93;1170;0;398.0;282;689;401;352;525;371;313
PLANETPHARMA DISTRI UE HORS FR;DAL;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;2,64;1520;0;576.0;512;797;531;628;666;508;532
PLANETPHARMA DISTRI UE HORS FR;MAN;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;3,60;132;0;36.0;35;38;33;63;49;51;42
PLANETPHARMA DISTRI UE HORS FR;YOP;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;3,14;599;2500;986.0;728;1271;759;981;1360;923;881
PLANETPHARMA DISTRI UE HORS FR;ABJ;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;5.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DAL;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;MAN;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;11.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;ABJ;2016206;EXODERIL CR T/15G;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2016206;EXODERIL CR T/15G;8,02;490;0;61.0;45;87;76;66;84;61;52
PLANETPHARMA DISTRI UE HORS FR;DAL;2016206;EXODERIL CR T/15G;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2016206;EXODERIL CR T/15G;4,92;477;0;97.0;23;141;86;93;83;76;96
PLANETPHARMA DISTRI UE HORS FR;MAN;2016206;EXODERIL CR T/15G;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2016206;EXODERIL CR T/15G;5,01;33;0;6.0;5;6;3;9;7;4;10
PLANETPHARMA DISTRI UE HORS FR;YOP;2016206;EXODERIL CR T/15G;3,08;697;0;226.0;120;252;246;243;269;212;231
PLANETPHARMA DISTRI UE HORS FR;ABJ;2018352;EXODERIL SOLUTION F/10ML;0,00;0;401;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2018352;EXODERIL SOLUTION F/10ML;2,36;225;0;95.0;52;138;86;119;99;115;192
PLANETPHARMA DISTRI UE HORS FR;DAL;2018352;EXODERIL SOLUTION F/10ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;2018352;EXODERIL SOLUTION F/10ML;1,24;49;0;39.0;41;58;49;43;42;78;54
PLANETPHARMA DISTRI UE HORS FR;MAN;2018352;EXODERIL SOLUTION F/10ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;2018352;EXODERIL SOLUTION F/10ML;12,30;41;0;3.0;5;8;7;9;3;5;1
PLANETPHARMA DISTRI UE HORS FR;YOP;2018352;EXODERIL SOLUTION F/10ML;7,78;847;768;207.0;156;328;298;324;347;397;219
PLANETPHARMA DISTRI UE HORS FR;ABJ;3990000010710;FLUCESS 150MG CPR B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3990000010710;FLUCESS 150MG CPR B/1;10,86;258;0;23.0;13;15;44;23;6;26;31
PLANETPHARMA DISTRI UE HORS FR;DAL;3990000010710;FLUCESS 150MG CPR B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3990000010710;FLUCESS 150MG CPR B/1;11,68;221;0;18.0;8;16;19;19;12;6;29
PLANETPHARMA DISTRI UE HORS FR;MAN;3990000010710;FLUCESS 150MG CPR B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3990000010710;FLUCESS 150MG CPR B/1;0,00;0;0;12.0;0;7;6;7;6;13;7
PLANETPHARMA DISTRI UE HORS FR;YOP;3990000010710;FLUCESS 150MG CPR B/1;0,00;0;0;191.0;89;52;55;119;32;54;247
PLANETPHARMA DISTRI UE HORS FR;ABJ;3990000010727;FLUCESS 50MG CPR B/7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;3990000010727;FLUCESS 50MG CPR B/7;59,29;84;0;1.0;0;2;0;0;1;0;1
PLANETPHARMA DISTRI UE HORS FR;DAL;3990000010727;FLUCESS 50MG CPR B/7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;GNA;3990000010727;FLUCESS 50MG CPR B/7;20,50;41;0;2.0;0;1;2;5;3;0;2
PLANETPHARMA DISTRI UE HORS FR;MAN;3990000010727;FLUCESS 50MG CPR B/7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;VRI;3990000010727;FLUCESS 50MG CPR B/7;14,18;13;0;0.0;0;0;1;1;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YOP;3990000010727;FLUCESS 50MG CPR B/7;1,11;31;0;27.0;17;8;23;48;35;22;37
PLANETPHARMA DISTRI UE HORS FR;ABJ;2299026;OSPAMOX 1000MG CPR DISP B/12;0,00;0;900;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BKE;2299026;OSPAMOX 1000MG CPR DISP B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
