fournisseur;etcoda;ean;produit;nb mois stock;stock;cde en cours;moy. ventes;vente mois;M -1;M -2;M -3;M -4;M -5;M -6
PLANETPHARMA DISTRI UE HORS FR;BEL;8204759;BANDE CREP LABELL CELLO 4MX15;2,34;793;0;339.0;291;362;170;580;481;286;413
PLANETPHARMA DISTRI UE HORS FR;DKR;8204759;BANDE CREP LABELL CELLO 4MX15;0,00;0;1200;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8204759;BANDE CREP LABELL CELLO 4MX15;2,89;680;0;235.0;115;315;193;290;415;341;159
PLANETPHARMA DISTRI UE HORS FR;LGA;8204759;BANDE CREP LABELL CELLO 4MX15;3,45;187;0;54.0;16;107;90;24;110;50;-8
PLANETPHARMA DISTRI UE HORS FR;PIK;8204759;BANDE CREP LABELL CELLO 4MX15;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8204831;BANDE CREP LABELL ETUI 4MX20;1,91;186;0;97.0;41;106;130;79;132;119;148
PLANETPHARMA DISTRI UE HORS FR;DKR;8204831;BANDE CREP LABELL ETUI 4MX20;0,00;0;864;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8204831;BANDE CREP LABELL ETUI 4MX20;1,93;412;0;213.0;14;231;241;169;262;267;451
PLANETPHARMA DISTRI UE HORS FR;LGA;8204831;BANDE CREP LABELL ETUI 4MX20;1,69;51;0;30.0;17;76;55;30;24;39;19
PLANETPHARMA DISTRI UE HORS FR;PIK;8204831;BANDE CREP LABELL ETUI 4MX20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8025689;BANDE CREP.LABELL CELLO 4MX5CM;2,28;917;0;402.0;218;416;130;299;525;420;529
PLANETPHARMA DISTRI UE HORS FR;DKR;8025689;BANDE CREP.LABELL CELLO 4MX5CM;0,00;0;900;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8025689;BANDE CREP.LABELL CELLO 4MX5CM;3,19;1191;0;373.0;151;421;291;473;423;597;301
PLANETPHARMA DISTRI UE HORS FR;LGA;8025689;BANDE CREP.LABELL CELLO 4MX5CM;2,92;237;0;81.0;38;167;53;105;97;124;82
PLANETPHARMA DISTRI UE HORS FR;PIK;8025689;BANDE CREP.LABELL CELLO 4MX5CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8204736;BANDE CREP.LABELL CELLO 4MX7CM;1,52;1146;0;753.0;614;1135;410;1159;861;1006;929
PLANETPHARMA DISTRI UE HORS FR;DKR;8204736;BANDE CREP.LABELL CELLO 4MX7CM;0,00;0;4800;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8204736;BANDE CREP.LABELL CELLO 4MX7CM;1,63;885;0;544.0;347;1090;393;960;690;686;526
PLANETPHARMA DISTRI UE HORS FR;LGA;8204736;BANDE CREP.LABELL CELLO 4MX7CM;2,38;674;0;283.0;184;500;205;360;386;375;291
PLANETPHARMA DISTRI UE HORS FR;PIK;8204736;BANDE CREP.LABELL CELLO 4MX7CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8204825;BANDE CREPE LABELL ETUI 4MX15;4,15;421;0;101.0;49;217;67;103;168;45;88
PLANETPHARMA DISTRI UE HORS FR;DKR;8204825;BANDE CREPE LABELL ETUI 4MX15;0,00;0;288;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8204825;BANDE CREPE LABELL ETUI 4MX15;3,62;382;0;105.0;5;67;68;202;89;226;64
PLANETPHARMA DISTRI UE HORS FR;LGA;8204825;BANDE CREPE LABELL ETUI 4MX15;0,00;0;0;6.0;0;10;15;7;0;0;5
PLANETPHARMA DISTRI UE HORS FR;PIK;8204825;BANDE CREPE LABELL ETUI 4MX15;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8204794;BANDE CREPE LABELL ETUI 4MX5;2,60;251;0;96.0;40;136;71;157;100;76;50
PLANETPHARMA DISTRI UE HORS FR;DKR;8204794;BANDE CREPE LABELL ETUI 4MX5;0,00;0;300;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8204794;BANDE CREPE LABELL ETUI 4MX5;2,88;184;0;64.0;15;109;12;58;126;83;61
PLANETPHARMA DISTRI UE HORS FR;LGA;8204794;BANDE CREPE LABELL ETUI 4MX5;4,36;98;0;22.0;0;10;22;14;39;38;32
PLANETPHARMA DISTRI UE HORS FR;PIK;8204794;BANDE CREPE LABELL ETUI 4MX5;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8204802;BANDE CREPE LABELL ETUI 4MX7;3,85;745;0;193.0;113;292;121;258;283;205;159
PLANETPHARMA DISTRI UE HORS FR;DKR;8204802;BANDE CREPE LABELL ETUI 4MX7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8204802;BANDE CREPE LABELL ETUI 4MX7;4,85;493;0;101.0;42;120;65;185;109;135;72
PLANETPHARMA DISTRI UE HORS FR;LGA;8204802;BANDE CREPE LABELL ETUI 4MX7;3,69;131;0;35.0;12;14;36;50;48;19;19
PLANETPHARMA DISTRI UE HORS FR;PIK;8204802;BANDE CREPE LABELL ETUI 4MX7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8204819;BANDE CREPE LABELL.ETUI 4MX10;1,32;1092;0;827.0;278;838;1379;739;735;839;988
PLANETPHARMA DISTRI UE HORS FR;DKR;8204819;BANDE CREPE LABELL.ETUI 4MX10;0,00;0;5520;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8204819;BANDE CREPE LABELL.ETUI 4MX10;1,73;1071;0;617.0;100;794;927;903;503;662;781
PLANETPHARMA DISTRI UE HORS FR;LGA;8204819;BANDE CREPE LABELL.ETUI 4MX10;2,06;610;0;295.0;105;598;301;650;232;222;232
PLANETPHARMA DISTRI UE HORS FR;PIK;8204819;BANDE CREPE LABELL.ETUI 4MX10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8204908;BANDE GAZE LABELL 3MX10CM P/10;2,13;1490;0;700.0;216;1431;493;657;755;747;535
PLANETPHARMA DISTRI UE HORS FR;DKR;8204908;BANDE GAZE LABELL 3MX10CM P/10;0,00;0;2880;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8204908;BANDE GAZE LABELL 3MX10CM P/10;1,84;499;0;270.0;155;308;213;360;298;332;372
PLANETPHARMA DISTRI UE HORS FR;LGA;8204908;BANDE GAZE LABELL 3MX10CM P/10;2,98;391;0;131.0;58;192;215;101;164;148;103
PLANETPHARMA DISTRI UE HORS FR;PIK;8204908;BANDE GAZE LABELL 3MX10CM P/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8204883;BANDE GAZE LABELL 3MX5CM P/10;1,36;241;0;177.0;87;199;162;130;183;115;221
PLANETPHARMA DISTRI UE HORS FR;DKR;8204883;BANDE GAZE LABELL 3MX5CM P/10;0,00;0;528;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8204883;BANDE GAZE LABELL 3MX5CM P/10;4,67;269;0;57.0;20;21;150;81;82;61;61
PLANETPHARMA DISTRI UE HORS FR;LGA;8204883;BANDE GAZE LABELL 3MX5CM P/10;1,37;56;0;41.0;6;87;39;35;42;22;30
PLANETPHARMA DISTRI UE HORS FR;PIK;8204883;BANDE GAZE LABELL 3MX5CM P/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8025695;BANDE GAZE LABELL 3MX7CM P/10;2,02;575;0;285.0;161;377;228;265;322;284;271
PLANETPHARMA DISTRI UE HORS FR;DKR;8025695;BANDE GAZE LABELL 3MX7CM P/10;0,00;0;816;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8025695;BANDE GAZE LABELL 3MX7CM P/10;3,71;552;0;148.0;101;94;145;167;235;171;178
PLANETPHARMA DISTRI UE HORS FR;LGA;8025695;BANDE GAZE LABELL 3MX7CM P/10;5,86;382;0;65.0;22;68;139;59;76;89;69
PLANETPHARMA DISTRI UE HORS FR;PIK;8025695;BANDE GAZE LABELL 3MX7CM P/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8204877;BANDE NYL EXT LABELL CELLO 3MX10;0,00;0;0;349.0;126;815;657;282;146;535;333
PLANETPHARMA DISTRI UE HORS FR;DKR;8204877;BANDE NYL EXT LABELL CELLO 3MX10;0,00;0;2400;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8204877;BANDE NYL EXT LABELL CELLO 3MX10;1,76;40;0;22.0;0;20;53;13;6;9;74
PLANETPHARMA DISTRI UE HORS FR;LGA;8204877;BANDE NYL EXT LABELL CELLO 3MX10;1,27;117;0;92.0;30;115;112;60;42;25;160
PLANETPHARMA DISTRI UE HORS FR;PIK;8204877;BANDE NYL EXT LABELL CELLO 3MX10;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8204854;BANDE NYL EXT LABELL CELLO 3MX5;1,20;279;0;233.0;177;339;319;168;330;237;197
PLANETPHARMA DISTRI UE HORS FR;DKR;8204854;BANDE NYL EXT LABELL CELLO 3MX5;0,00;0;720;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8204854;BANDE NYL EXT LABELL CELLO 3MX5;23,36;220;0;9.0;0;20;25;9;9;7;2
PLANETPHARMA DISTRI UE HORS FR;LGA;8204854;BANDE NYL EXT LABELL CELLO 3MX5;3,21;165;0;51.0;0;65;30;170;10;70;30
PLANETPHARMA DISTRI UE HORS FR;PIK;8204854;BANDE NYL EXT LABELL CELLO 3MX5;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8204860;BANDE NYL EXT LABELL CELLO 3MX7;4,27;1128;0;264.0;192;514;93;500;362;379;313
PLANETPHARMA DISTRI UE HORS FR;DKR;8204860;BANDE NYL EXT LABELL CELLO 3MX7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8204860;BANDE NYL EXT LABELL CELLO 3MX7;4,73;104;0;22.0;1;20;25;15;34;8;64
PLANETPHARMA DISTRI UE HORS FR;LGA;8204860;BANDE NYL EXT LABELL CELLO 3MX7;7,23;630;0;87.0;40;170;5;175;122;80;141
PLANETPHARMA DISTRI UE HORS FR;PIK;8204860;BANDE NYL EXT LABELL CELLO 3MX7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8270785;BANDE OUATE SYNTH 2,7MX15CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DKR;8270785;BANDE OUATE SYNTH 2,7MX15CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8270785;BANDE OUATE SYNTH 2,7MX15CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;LGA;8270785;BANDE OUATE SYNTH 2,7MX15CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;PIK;8270785;BANDE OUATE SYNTH 2,7MX15CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8270791;BANDE OUATE SYNTH 2,7MX7,5CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DKR;8270791;BANDE OUATE SYNTH 2,7MX7,5CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8270791;BANDE OUATE SYNTH 2,7MX7,5CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;LGA;8270791;BANDE OUATE SYNTH 2,7MX7,5CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;PIK;8270791;BANDE OUATE SYNTH 2,7MX7,5CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8270779;BANDE OUATE SYNTH LABELL 2,7MX10CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DKR;8270779;BANDE OUATE SYNTH LABELL 2,7MX10CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8270779;BANDE OUATE SYNTH LABELL 2,7MX10CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;LGA;8270779;BANDE OUATE SYNTH LABELL 2,7MX10CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;PIK;8270779;BANDE OUATE SYNTH LABELL 2,7MX10CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8255739;BANDE PLATREE LABELL 2MX10CM;6,13;94;0;15.0;16;5;5;0;43;28;7
PLANETPHARMA DISTRI UE HORS FR;DKR;8255739;BANDE PLATREE LABELL 2MX10CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8255739;BANDE PLATREE LABELL 2MX10CM;14,55;80;0;5.0;2;5;3;30;0;0;0
PLANETPHARMA DISTRI UE HORS FR;LGA;8255739;BANDE PLATREE LABELL 2MX10CM;6,98;50;0;7.0;10;2;0;1;28;0;12
PLANETPHARMA DISTRI UE HORS FR;PIK;8255739;BANDE PLATREE LABELL 2MX10CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8255751;BANDE PLATREE LABELL 2MX20CM;3,85;229;0;59.0;5;126;0;10;221;81;20
PLANETPHARMA DISTRI UE HORS FR;DKR;8255751;BANDE PLATREE LABELL 2MX20CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8255751;BANDE PLATREE LABELL 2MX20CM;3,84;300;0;78.0;0;120;0;0;228;0;40
PLANETPHARMA DISTRI UE HORS FR;LGA;8255751;BANDE PLATREE LABELL 2MX20CM;11,71;120;0;10.0;0;0;0;0;70;5;0
PLANETPHARMA DISTRI UE HORS FR;PIK;8255751;BANDE PLATREE LABELL 2MX20CM;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8245617;BICARBONATE SODIUM B/250G;1,92;706;0;368.0;223;454;183;380;461;357;410
PLANETPHARMA DISTRI UE HORS FR;DKR;8245617;BICARBONATE SODIUM B/250G;4320,00;0;720;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8245617;BICARBONATE SODIUM B/250G;2,23;216;0;96.0;58;95;27;106;148;80;90
PLANETPHARMA DISTRI UE HORS FR;LGA;8245617;BICARBONATE SODIUM B/250G;2,89;105;0;36.0;43;39;43;32;65;39;50
PLANETPHARMA DISTRI UE HORS FR;PIK;8245617;BICARBONATE SODIUM B/250G;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8283569;CANNE ANGLAISE + EMBOUT;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DKR;8283569;CANNE ANGLAISE + EMBOUT;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8283569;CANNE ANGLAISE + EMBOUT;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;LGA;8283569;CANNE ANGLAISE + EMBOUT;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;PIK;8283569;CANNE ANGLAISE + EMBOUT;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;3000000635339;CANNE DE MARCHE PLIANTE ALU /1;4,20;7;0;1.0;2;1;1;4;0;2;3
PLANETPHARMA DISTRI UE HORS FR;DKR;3000000635339;CANNE DE MARCHE PLIANTE ALU /1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;3000000635339;CANNE DE MARCHE PLIANTE ALU /1;6,67;5;0;0.0;2;1;0;5;0;0;3
PLANETPHARMA DISTRI UE HORS FR;LGA;3000000635339;CANNE DE MARCHE PLIANTE ALU /1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;PIK;3000000635339;CANNE DE MARCHE PLIANTE ALU /1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;3000000635322;CANNE DE MARCHE REGLABLE ALU /1;0,00;0;0;5.0;4;4;11;9;4;6;12
PLANETPHARMA DISTRI UE HORS FR;DKR;3000000635322;CANNE DE MARCHE REGLABLE ALU /1;0,00;0;50;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;3000000635322;CANNE DE MARCHE REGLABLE ALU /1;0,00;0;0;1.0;1;0;2;0;1;2;2
PLANETPHARMA DISTRI UE HORS FR;LGA;3000000635322;CANNE DE MARCHE REGLABLE ALU /1;0,00;0;0;0.0;0;1;3;1;0;2;2
PLANETPHARMA DISTRI UE HORS FR;PIK;3000000635322;CANNE DE MARCHE REGLABLE ALU /1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;3000000635315;CANNES ANGLAISES ENF COULEUR PAIRE/1;1,45;8;0;5.0;6;8;8;1;4;1;8
PLANETPHARMA DISTRI UE HORS FR;DKR;3000000635315;CANNES ANGLAISES ENF COULEUR PAIRE/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;3000000635315;CANNES ANGLAISES ENF COULEUR PAIRE/1;5,54;36;0;6.0;0;7;3;7;26;5;8
PLANETPHARMA DISTRI UE HORS FR;LGA;3000000635315;CANNES ANGLAISES ENF COULEUR PAIRE/1;2,53;4;0;1.0;1;0;1;2;0;1;2
PLANETPHARMA DISTRI UE HORS FR;PIK;3000000635315;CANNES ANGLAISES ENF COULEUR PAIRE/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;3000000635308;CANNES ANGLAISES LABELL ADULTE PAIRE/1;2,41;77;0;32.0;16;27;22;58;27;20;41
PLANETPHARMA DISTRI UE HORS FR;DKR;3000000635308;CANNES ANGLAISES LABELL ADULTE PAIRE/1;0,00;0;80;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;3000000635308;CANNES ANGLAISES LABELL ADULTE PAIRE/1;2,92;55;0;18.0;11;14;23;33;27;15;18
PLANETPHARMA DISTRI UE HORS FR;LGA;3000000635308;CANNES ANGLAISES LABELL ADULTE PAIRE/1;4,40;37;0;8.0;1;4;23;9;5;11;8
PLANETPHARMA DISTRI UE HORS FR;PIK;3000000635308;CANNES ANGLAISES LABELL ADULTE PAIRE/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;3000000411711;CATHETER SAFETY UBI ONE IV 20G ROSE/1;1,42;127;0;89.0;88;145;60;139;192;41;67
PLANETPHARMA DISTRI UE HORS FR;DKR;3000000411711;CATHETER SAFETY UBI ONE IV 20G ROSE/1;0,00;0;1000;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;3000000411711;CATHETER SAFETY UBI ONE IV 20G ROSE/1;3,65;411;0;112.0;41;142;327;280;48;102;154
PLANETPHARMA DISTRI UE HORS FR;LGA;3000000411711;CATHETER SAFETY UBI ONE IV 20G ROSE/1;2,26;150;0;66.0;50;128;22;54;45;60;21
PLANETPHARMA DISTRI UE HORS FR;PIK;3000000411711;CATHETER SAFETY UBI ONE IV 20G ROSE/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;3000000411704;CATHETER SAFETY UBI ONE IV 22G BLEU/1;2,05;1402;0;684.0;337;981;306;1250;922;769;547
PLANETPHARMA DISTRI UE HORS FR;DKR;3000000411704;CATHETER SAFETY UBI ONE IV 22G BLEU/1;0,00;0;2500;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;3000000411704;CATHETER SAFETY UBI ONE IV 22G BLEU/1;1,46;661;0;453.0;334;586;510;966;304;417;420
PLANETPHARMA DISTRI UE HORS FR;LGA;3000000411704;CATHETER SAFETY UBI ONE IV 22G BLEU/1;1,47;315;0;214.0;203;347;433;176;264;295;71
PLANETPHARMA DISTRI UE HORS FR;PIK;3000000411704;CATHETER SAFETY UBI ONE IV 22G BLEU/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;3000000411698;CATHETER SAFETY UBI ONE IV 24G JAUNE/1;0,43;166;0;383.0;424;663;147;501;548;362;306
PLANETPHARMA DISTRI UE HORS FR;DKR;3000000411698;CATHETER SAFETY UBI ONE IV 24G JAUNE/1;0,00;0;1500;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;3000000411698;CATHETER SAFETY UBI ONE IV 24G JAUNE/1;0,97;195;0;200.0;190;265;250;169;236;145;195
PLANETPHARMA DISTRI UE HORS FR;LGA;3000000411698;CATHETER SAFETY UBI ONE IV 24G JAUNE/1;2,54;274;0;107.0;70;193;160;202;65;50;99
PLANETPHARMA DISTRI UE HORS FR;PIK;3000000411698;CATHETER SAFETY UBI ONE IV 24G JAUNE/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8276517;CATHETER UBI ONE IV 16G 45MM GRIS/1;4,20;179;0;42.0;21;70;53;23;50;33;43
PLANETPHARMA DISTRI UE HORS FR;DKR;8276517;CATHETER UBI ONE IV 16G 45MM GRIS/1;0,00;0;300;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8276517;CATHETER UBI ONE IV 16G 45MM GRIS/1;0,00;0;0;23.0;0;0;40;0;22;20;31
PLANETPHARMA DISTRI UE HORS FR;LGA;8276517;CATHETER UBI ONE IV 16G 45MM GRIS/1;0,00;0;0;20.0;10;18;32;73;7;11;4
PLANETPHARMA DISTRI UE HORS FR;PIK;8276517;CATHETER UBI ONE IV 16G 45MM GRIS/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BEL;8276523;CATHETER UBI ONE IV 18G 45MM VERT/1;2,00;271;0;135.0;63;170;114;57;199;115;60
PLANETPHARMA DISTRI UE HORS FR;DKR;8276523;CATHETER UBI ONE IV 18G 45MM VERT/1;0,00;0;1000;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;KLK;8276523;CATHETER UBI ONE IV 18G 45MM VERT/1;2,60;435;0;167.0;125;250;164;308;264;142;66
PLANETPHARMA DISTRI UE HORS FR;LGA;8276523;CATHETER UBI ONE IV 18G 45MM VERT/1;1,02;79;0;77.0;110;50;237;88;22;110;95
PLANETPHARMA DISTRI UE HORS FR;PIK;8276523;CATHETER UBI ONE IV 18G 45MM VERT/1;0,00;0;0;0.0;0;0;0;0;0;0;0
