Code CIP;Code CIP 13;Libellé produit;Stock Total;Vente zone1;Vente zone2;Vente zone3;Vente zone4;Vente zone5;Vente zone6;Vente zone 7;Vente Mois en cours;Vente Moyenne 3 mois;Vente Moyenne 12 Mois
"711271";"9100000711271";"KETONAL S.INJ 100MG B/5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"711281";"9100000711281";"KETONAL SUPPO 100MG B/12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"2011203";"3401020112037";"OSPAMOX 1000MG CP B/12";"1998";"0";"64";"928";"214";"100";"0";"0";"674";"1158";"1104"
"2299026";"9100000514021";"OSPAMOX 1000MG CP DISP B/12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"2009181";"9100006463161";"OSPAMOX 250MG GRAN SUSP 60ML";"10";"0";"95";"712";"122";"189";"0";"0";"631";"1085";"745"
"2009152";"9100006463041";"OSPAMOX 500MG CP B/12";"683";"0";"46";"234";"54";"22";"0";"0";"161";"337";"257"
"514011";"9100000514011";"OSPAMOX 500MG CP DISP B/12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"3132162";"3400931321620";"OSPEN 1M CP B/12";"2513";"0";"294";"1535";"245";"252";"0";"0";"1186";"2230";"2435"
"1046351";"9100001046351";"OXICEB 100MG GEL B/20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1046361";"9100001046361";"OXICEB 200MG GEL B/20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"977051";"3990000012448";"PANOPRIST PLUS 2MG/0,625 CP/30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"8146795";"3990000012455";"PANOPRIST PLUS 4MG/1,25 CP/30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"977031";"3990000012424";"PANOPRIST 4MG CP B/30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"242601";"9100000242601";"PROBITOR 20MG GELU B/14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1007181";"3990000010741";"RAMIZID 5MG CP B/30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"2267960";"3990000010796";"SERVIFLOX 500MG CP B/10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"2295666";"3990000010802";"SERVIFLOX 750MG CP B/10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"8150696";"9100008584281";"STARPEN 1000 CP B/12";"387";"0";"33";"75";"21";"1";"0";"0";"65";"89";"170"
"8760051";"3990000010819";"SUPPLIN 250MG CP B/20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"8760071";"3990000010826";"SUPPLIN 500MG COMP B/20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
