fournisseur;etcoda;ean;produit;nb mois stock;stock;cde en cours;moy. ventes;vente mois;M -1;M -2;M -3;M -4;M -5;M -6
PLANETPHARMA DISTRI UE HORS FR;BAF;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;0,00;0;0;122.0;354;102;181;171;94;119;188
PLANETPHARMA DISTRI UE HORS FR;BAS;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;1,78;1255;0;705.0;895;575;530;399;511;850;1420
PLANETPHARMA DISTRI UE HORS FR;DLA;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;0,00;0;6240;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;0,40;100;0;251.0;68;687;95;218;374;366;-161
PLANETPHARMA DISTRI UE HORS FR;YAO;2021733;BANEOCIN POUDRE USAGE EXTERNE F/10G;1,84;661;0;359.0;256;720;464;340;438;306;512
PLANETPHARMA DISTRI UE HORS FR;BAF;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;0;11.0;4;12;16;8;12;14;14
PLANETPHARMA DISTRI UE HORS FR;BAS;3000000153253;BIBLOC 10MG CPR PELL B/30;2,98;159;0;53.0;42;76;87;74;39;46;44
PLANETPHARMA DISTRI UE HORS FR;DLA;3000000153253;BIBLOC 10MG CPR PELL B/30;0,00;0;256;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;3000000153253;BIBLOC 10MG CPR PELL B/30;2,18;12;0;5.0;3;5;0;6;6;3;3
PLANETPHARMA DISTRI UE HORS FR;YAO;3000000153253;BIBLOC 10MG CPR PELL B/30;2,59;91;0;35.0;36;51;44;23;33;25;42
TEDIS;BAF;2264269;BINOCLAR 250MG CPR B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;BAS;2264269;BINOCLAR 250MG CPR B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;DLA;2264269;BINOCLAR 250MG CPR B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;NGE;2264269;BINOCLAR 250MG CPR B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;YAO;2264269;BINOCLAR 250MG CPR B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;BAF;2264275;BINOCLAR 500MG CPR B/14;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;BAS;2264275;BINOCLAR 500MG CPR B/14;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;DLA;2264275;BINOCLAR 500MG CPR B/14;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;NGE;2264275;BINOCLAR 500MG CPR B/14;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;YAO;2264275;BINOCLAR 500MG CPR B/14;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,00;0;0;2.0;0;2;0;5;2;1;3
PLANETPHARMA DISTRI UE HORS FR;BAS;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;3,05;147;0;48.0;9;53;45;11;14;48;95
PLANETPHARMA DISTRI UE HORS FR;DLA;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,00;52;140;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;0,00;0;0;4.0;0;7;6;3;1;3;0
PLANETPHARMA DISTRI UE HORS FR;YAO;2265518;BINOZYT 200MG/5ML SUSP BUV F/15ML;2,03;70;0;34.0;3;61;33;20;37;26;29
PLANETPHARMA DISTRI UE HORS FR;BAF;2270011;BINOZYT 500MG CPR B/3;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAS;2270011;BINOZYT 500MG CPR B/3;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DLA;2270011;BINOZYT 500MG CPR B/3;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;2270011;BINOZYT 500MG CPR B/3;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YAO;2270011;BINOZYT 500MG CPR B/3;-0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;2025323;BIODROXIL 1000MG CPR B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAS;2025323;BIODROXIL 1000MG CPR B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DLA;2025323;BIODROXIL 1000MG CPR B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;2025323;BIODROXIL 1000MG CPR B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YAO;2025323;BIODROXIL 1000MG CPR B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;2025317;BIODROXIL 500MG GEL B/12;0,00;0;0;3.0;1;0;5;2;2;5;6
PLANETPHARMA DISTRI UE HORS FR;BAS;2025317;BIODROXIL 500MG GEL B/12;4,29;186;0;43.0;11;24;47;45;29;22;59
PLANETPHARMA DISTRI UE HORS FR;DLA;2025317;BIODROXIL 500MG GEL B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;2025317;BIODROXIL 500MG GEL B/12;7,59;43;0;5.0;4;0;1;1;3;1;24
PLANETPHARMA DISTRI UE HORS FR;YAO;2025317;BIODROXIL 500MG GEL B/12;0,50;13;0;25.0;5;27;22;15;18;32;27
PLANETPHARMA DISTRI UE HORS FR;BAF;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAS;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DLA;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YAO;2025300;BIODROXIL SUSP 250MG/5ML F60ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;3000000036211;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAS;3000000036211;COLESTOP 10MG CPR B/30;0,00;0;0;1.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DLA;3000000036211;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;3000000036211;COLESTOP 10MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YAO;3000000036211;COLESTOP 10MG CPR B/30;0,00;0;0;1.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;3000000036259;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAS;3000000036259;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DLA;3000000036259;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;3000000036259;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YAO;3000000036259;COLESTOP 20MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,00;0;0;44.0;12;93;47;15;40;22;0
PLANETPHARMA DISTRI UE HORS FR;BAS;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;4,61;971;0;210.0;109;327;231;112;120;214;0
PLANETPHARMA DISTRI UE HORS FR;DLA;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,00;0;960;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;6,81;469;0;68.0;8;85;256;51;44;15;0
PLANETPHARMA DISTRI UE HORS FR;YAO;3000000326534;CURAM 100/12,5MG/ML ENF PDR SUSP BUV60ML;0,53;141;0;265.0;212;420;298;102;189;197;0
PLANETPHARMA DISTRI UE HORS FR;BAF;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;0,00;0;0;65.0;34;103;75;51;65;65;45
PLANETPHARMA DISTRI UE HORS FR;BAS;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;1,28;200;0;156.0;49;152;140;103;69;146;205
PLANETPHARMA DISTRI UE HORS FR;DLA;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;0,00;0;1280;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;0,00;0;0;101.0;3;58;422;70;51;192;92
PLANETPHARMA DISTRI UE HORS FR;YAO;3000000326497;CURAM 100/12,5MG/ML NN PDR SUSP BUV/30ML;2,37;643;0;271.0;127;347;176;143;194;219;357
PLANETPHARMA DISTRI UE HORS FR;BAF;8031187;CURAM 1000MG CPR B/10;0,00;0;0;7.0;5;21;8;6;6;4;6
PLANETPHARMA DISTRI UE HORS FR;BAS;8031187;CURAM 1000MG CPR B/10;0,54;71;0;131.0;77;145;141;140;122;188;197
PLANETPHARMA DISTRI UE HORS FR;DLA;8031187;CURAM 1000MG CPR B/10;0,00;0;400;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;8031187;CURAM 1000MG CPR B/10;0,80;11;0;13.0;2;20;7;35;18;10;7
PLANETPHARMA DISTRI UE HORS FR;YAO;8031187;CURAM 1000MG CPR B/10;0,49;52;0;106.0;50;172;139;86;93;116;95
PLANETPHARMA DISTRI UE HORS FR;BAF;8073027;CURAM 1000MG/125MG SACH B/12;0,00;0;0;22.0;22;27;30;26;23;30;7
PLANETPHARMA DISTRI UE HORS FR;BAS;8073027;CURAM 1000MG/125MG SACH B/12;2,96;549;0;185.0;107;207;170;159;168;212;231
PLANETPHARMA DISTRI UE HORS FR;DLA;8073027;CURAM 1000MG/125MG SACH B/12;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;8073027;CURAM 1000MG/125MG SACH B/12;0,00;0;0;13.0;8;30;4;10;12;9;14
PLANETPHARMA DISTRI UE HORS FR;YAO;8073027;CURAM 1000MG/125MG SACH B/12;1,40;314;0;225.0;140;367;201;184;165;171;215
PLANETPHARMA DISTRI UE HORS FR;BAF;8091634;CURAM 1G/200MG AMP INJ IV B/1;0,00;0;0;94.0;0;777;0;2;9;31;90
PLANETPHARMA DISTRI UE HORS FR;BAS;8091634;CURAM 1G/200MG AMP INJ IV B/1;3,77;1399;0;371.0;206;610;132;236;703;129;152
PLANETPHARMA DISTRI UE HORS FR;DLA;8091634;CURAM 1G/200MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;8091634;CURAM 1G/200MG AMP INJ IV B/1;0,00;0;0;31.0;0;0;0;19;39;23;43
PLANETPHARMA DISTRI UE HORS FR;YAO;8091634;CURAM 1G/200MG AMP INJ IV B/1;1,80;1356;0;751.0;281;1793;22;714;1567;1968;228
PLANETPHARMA DISTRI UE HORS FR;BAF;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAS;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;51.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DLA;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YAO;8091605;CURAM 500MG/100MG AMP INJ IV B/1;0,00;0;0;40.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;0,00;0;0;3.0;8;8;6;5;6;0;-1
PLANETPHARMA DISTRI UE HORS FR;BAS;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;2,83;84;0;29.0;26;28;28;42;66;1;0
PLANETPHARMA DISTRI UE HORS FR;DLA;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;0,00;0;250;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;8,16;17;0;2.0;2;11;3;7;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YAO;3000000416259;CURAM 500MG/62,5MG CPR ENR B/16;1,16;48;0;41.0;26;71;42;33;58;0;0
TEDIS;BAF;3000000036334;DIAGLIM 2MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;BAS;3000000036334;DIAGLIM 2MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;DLA;3000000036334;DIAGLIM 2MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;NGE;3000000036334;DIAGLIM 2MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;YAO;3000000036334;DIAGLIM 2MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;BAF;3000000036419;DIAGLIM 4MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;BAS;3000000036419;DIAGLIM 4MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;DLA;3000000036419;DIAGLIM 4MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;NGE;3000000036419;DIAGLIM 4MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;YAO;3000000036419;DIAGLIM 4MG CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;BAF;3000000148648;DIAMIN 1G CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;BAS;3000000148648;DIAMIN 1G CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;DLA;3000000148648;DIAMIN 1G CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;NGE;3000000148648;DIAMIN 1G CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;YAO;3000000148648;DIAMIN 1G CPR B/30;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;BAF;8001849;DICLAC 100MG SUPPO B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;BAS;8001849;DICLAC 100MG SUPPO B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;DLA;8001849;DICLAC 100MG SUPPO B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;NGE;8001849;DICLAC 100MG SUPPO B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;YAO;8001849;DICLAC 100MG SUPPO B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;BAF;8001708;DICLAC LP 75MG CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;BAS;8001708;DICLAC LP 75MG CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;DLA;8001708;DICLAC LP 75MG CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;NGE;8001708;DICLAC LP 75MG CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
TEDIS;YAO;8001708;DICLAC LP 75MG CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;BAF;8077611;DOLORA 100ID 100MG LM CPR B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;BAS;8077611;DOLORA 100ID 100MG LM CPR B/10;0,00;0;0;6.0;0;0;0;0;0;0;0
PIEX;DLA;8077611;DOLORA 100ID 100MG LM CPR B/10;0,00;0;0;0.0;0;0;0;0;0;0;0
PIEX;NGE;8077611;DOLORA 100ID 100MG LM CPR B/10;0,00;0;0;4.0;0;0;0;0;0;0;0
PIEX;YAO;8077611;DOLORA 100ID 100MG LM CPR B/10;0,00;0;0;8.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;6.0;16;7;10;2;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAS;8079202;DOLORA 200ID 200MG LM CPR B/20;15,84;371;0;23.0;37;70;72;52;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DLA;8079202;DOLORA 200ID 200MG LM CPR B/20;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;8079202;DOLORA 200ID 200MG LM CPR B/20;1,13;17;0;15.0;34;29;46;33;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YAO;8079202;DOLORA 200ID 200MG LM CPR B/20;0,23;9;0;39.0;63;125;92;115;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;5038483364345;DUREX PLAY GEL LUBRIF SENSITIVE F/50ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAS;5038483364345;DUREX PLAY GEL LUBRIF SENSITIVE F/50ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DLA;5038483364345;DUREX PLAY GEL LUBRIF SENSITIVE F/50ML;0,00;0;48;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;5038483364345;DUREX PLAY GEL LUBRIF SENSITIVE F/50ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YAO;5038483364345;DUREX PLAY GEL LUBRIF SENSITIVE F/50ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;3059948001447;DUREX PLAY GEL ORGASM INTENSE F/10ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAS;3059948001447;DUREX PLAY GEL ORGASM INTENSE F/10ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DLA;3059948001447;DUREX PLAY GEL ORGASM INTENSE F/10ML;0,00;0;48;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;3059948001447;DUREX PLAY GEL ORGASM INTENSE F/10ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YAO;3059948001447;DUREX PLAY GEL ORGASM INTENSE F/10ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;2016206;EXODERIL CR T/15G;0,00;0;0;14.0;8;18;13;14;21;13;16
PLANETPHARMA DISTRI UE HORS FR;BAS;2016206;EXODERIL CR T/15G;0,84;105;0;125.0;115;140;178;100;119;129;92
PLANETPHARMA DISTRI UE HORS FR;DLA;2016206;EXODERIL CR T/15G;0,00;0;840;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;2016206;EXODERIL CR T/15G;0,79;8;0;10.0;2;5;7;7;6;2;10
PLANETPHARMA DISTRI UE HORS FR;YAO;2016206;EXODERIL CR T/15G;0,00;0;0;72.0;21;89;66;78;53;72;76
PLANETPHARMA DISTRI UE HORS FR;BAF;2018352;EXODERIL SOLUTION F/10ML;0,00;0;0;5.0;10;13;12;17;10;8;1
PLANETPHARMA DISTRI UE HORS FR;BAS;2018352;EXODERIL SOLUTION F/10ML;4,78;187;0;39.0;45;69;68;99;57;75;21
PLANETPHARMA DISTRI UE HORS FR;DLA;2018352;EXODERIL SOLUTION F/10ML;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;2018352;EXODERIL SOLUTION F/10ML;7,41;42;0;5.0;6;16;20;11;4;5;0
PLANETPHARMA DISTRI UE HORS FR;YAO;2018352;EXODERIL SOLUTION F/10ML;20,41;767;0;37.0;37;45;52;73;67;74;9
PLANETPHARMA DISTRI UE HORS FR;BAF;2297381;FLUCESS 150MG CPR B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAS;2297381;FLUCESS 150MG CPR B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DLA;2297381;FLUCESS 150MG CPR B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;2297381;FLUCESS 150MG CPR B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YAO;2297381;FLUCESS 150MG CPR B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;2297398;FLUCESS 50MG CPR B/7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAS;2297398;FLUCESS 50MG CPR B/7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;DLA;2297398;FLUCESS 50MG CPR B/7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;NGE;2297398;FLUCESS 50MG CPR B/7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;YAO;2297398;FLUCESS 50MG CPR B/7;0,00;0;0;0.0;0;0;0;0;0;0;0
PLANETPHARMA DISTRI UE HORS FR;BAF;3000000634097;GEMCITABINE SDZ 1000MG/100ML SOL INJ B/1;0,00;0;0;0.0;0;0;0;0;0;0;0
